stop_id,stop_name,stop_lon,stop_lat,location_type,parent_station
IDFM:monomodalStopPlace:45771,Combs-la-Ville - Quincy,2.5476998823085504,48.667819721800015,0,IDFM:62558
IDFM:monomodalStopPlace:45784,Le Mée,2.6255537322060074,48.538746730738936,0,IDFM:62003
IDFM:monomodalStopPlace:411488,Ferrières - Fontenay,2.772092076153004,48.09588996416835,0,IDFM:411489
IDFM:monomodalStopPlace:411495,Marchezais - Broué,1.5135715190299066,48.76839076858962,0,IDFM:411496
IDFM:monomodalStopPlace:411492,Dreux,1.3704314171005365,48.731106368847485,0,IDFM:411493
IDFM:monomodalStopPlace:411482,Montargis,2.743201130533139,48.00669739961254,0,IDFM:411483
IDFM:monomodalStopPlace:45739,Juvisy,2.383334629403869,48.68970940912314,0,IDFM:478505
IDFM:monomodalStopPlace:45735,Vigneux-sur-Seine,2.413499342148242,48.70808932141768,0,IDFM:63071
IDFM:monomodalStopPlace:45745,Évry - Val de Seine,2.4523091616356028,48.63439299320402,0,IDFM:60522
IDFM:monomodalStopPlace:411485,Malesherbes,2.401036441728877,48.293633291470464,0,IDFM:411486
IDFM:monomodalStopPlace:45759,Essonnes Robinson,2.463295818844443,48.60581740091332,0,IDFM:422776
IDFM:monomodalStopPlace:45705,Musée d'Orsay,2.326623034830927,48.860365575927474,0,IDFM:71269
IDFM:monomodalStopPlace:46163,Le Blanc-Mesnil,2.4753884360764298,48.93230698220945,0,IDFM:72648
IDFM:monomodalStopPlace:411418,La Borne Blanche (Gare),2.5069908684194053,49.1261949449139,0,IDFM:411419
IDFM:monomodalStopPlace:47684,Montgeron - Crosne,2.461377446437224,48.70871108366713,0,IDFM:63072
IDFM:monomodalStopPlace:411421,Orry-la-Ville - Coye,2.489862086302069,49.13840546145438,0,IDFM:411422
IDFM:monomodalStopPlace:411446,Bonneval,1.3862711811788562,48.18642221696536,0,IDFM:411447
IDFM:monomodalStopPlace:47669,Lieusaint - Moissy,2.569507070898012,48.62833648393033,0,IDFM:62412
IDFM:monomodalStopPlace:47665,Savigny-le-Temple - Nandy,2.5839359760934317,48.59548998563483,0,IDFM:62290
IDFM:monomodalStopPlace:411440,Creil,2.46892902764167,49.264185555044406,0,IDFM:411441
IDFM:monomodalStopPlace:411405,Le Plessis-Belleville,2.745036686332378,49.09632467804431,0,IDFM:411406
IDFM:monomodalStopPlace:411387,Ormoy-Villers,2.8379866073485736,49.20071099536894,0,IDFM:411388
IDFM:monomodalStopPlace:411381,Chézy-sur-Marne,3.3644154018991057,48.99188251331995,0,IDFM:411382
IDFM:monomodalStopPlace:411384,Nogent-L'Artaud - Charly,3.32284765024808,48.96871609894733,0,IDFM:411385
IDFM:monomodalStopPlace:411378,Château-Thierry,3.409522741444065,49.03793350543396,0,IDFM:411379
IDFM:monomodalStopPlace:411396,Crépy-en-Valois,2.8880999806451184,49.23108254935135,0,IDFM:411397
IDFM:monomodalStopPlace:411390,Nanteuil-le-Haudouin,2.794164765556653,49.14251123380041,0,IDFM:411391
IDFM:monomodalStopPlace:47770,Garches - Marnes-la-Coquette,2.187092668770097,48.83825444088794,0,IDFM:70713
IDFM:monomodalStopPlace:411342,Liancourt-Saint-Pierre,1.9054790812050528,49.22054256178432,0,IDFM:411343
IDFM:monomodalStopPlace:411338,Trie-Château,1.818497020989674,49.2824007109848,0,IDFM:411339
IDFM:monomodalStopPlace:47767,Sèvres - Ville-d'Avray,2.2007294495659546,48.827253206930806,0,IDFM:70686
IDFM:monomodalStopPlace:411362,Bueil,1.4434975696537509,48.92527105599798,0,IDFM:411363
IDFM:monomodalStopPlace:411345,Chaumont-en-Vexin,1.8732362595841847,49.26118959499568,0,IDFM:411346
IDFM:monomodalStopPlace:411348,Lavilletertre,1.9205792747729,49.20238205277644,0,IDFM:411349
IDFM:monomodalStopPlace:411375,Mareuil-sur-Ourcq,3.0754989980809686,49.135381005893805,0,IDFM:411376
IDFM:monomodalStopPlace:411372,La Ferté-Milon,3.1206754069517184,49.17963214095126,0,IDFM:411373
IDFM:monomodalStopPlace:45493,Pont Cardinet,2.312950431098551,48.88839532721545,0,IDFM:71475
IDFM:monomodalStopPlace:462901,Ozoir-la-Ferrière,2.690116190500944,48.77076716837013,0,IDFM:462934
IDFM:monomodalStopPlace:46286,Créteil Pompadour,2.435315840251248,48.77125407229735,0,IDFM:69950
IDFM:monomodalStopPlace:411332,Boran-sur-Oise,2.362237794019318,49.16664871633883,0,IDFM:411333
IDFM:monomodalStopPlace:46222,Vert-Galant,2.5663968806983126,48.944091645418105,0,IDFM:73482
IDFM:monomodalStopPlace:411326,Précy-sur-Oise,2.377341204610025,49.20347714232073,0,IDFM:411327
