from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:22458,IDFM:41716,2,281
IDFM:39867,IDFM:19810,2,60
IDFM:36632,IDFM:22220,2,317
IDFM:25651,IDFM:25657,2,60
IDFM:16422,IDFM:16445,2,312
IDFM:8733,IDFM:8650,2,60
IDFM:38178,IDFM:490573,2,60
IDFM:470599,IDFM:41854,2,221
IDFM:11008,IDFM:11010,2,314
IDFM:22504,IDFM:38547,2,274
IDFM:19682,IDFM:425863,2,60
IDFM:41819,IDFM:41856,2,146
IDFM:3239,IDFM:3255,2,373
IDFM:33001,IDFM:33022,2,309
IDFM:15440,IDFM:15695,2,299
IDFM:22023,IDFM:490890,2,120
IDFM:39886,IDFM:40067,2,271
IDFM:22048,IDFM:22249,2,281
IDFM:37805,IDFM:37851,2,203
IDFM:2376,IDFM:19856,2,60
IDFM:32394,IDFM:32377,2,333
IDFM:13544,IDFM:13543,2,159
IDFM:22030,IDFM:37355,2,240
IDFM:412999,IDFM:27115,2,286
IDFM:37565,IDFM:491006,2,488
IDFM:4943,IDFM:4944,2,81
IDFM:20553,IDFM:20601,2,343
IDFM:38479,IDFM:495743,2,88
IDFM:471658,IDFM:471063,2,96
IDFM:471154,IDFM:488503,2,76
IDFM:28560,IDFM:462971,2,368
IDFM:7714,IDFM:7689,2,363
IDFM:35696,IDFM:35530,2,247
IDFM:474200,IDFM:33110,2,346
IDFM:494309,IDFM:493640,2,60
IDFM:471077,IDFM:472718,2,11
IDFM:490960,IDFM:12806,2,219
IDFM:19092,IDFM:19021,2,187
IDFM:5247,IDFM:5403,2,256
IDFM:427597,IDFM:28477,2,341
IDFM:monomodalStopPlace:473497,IDFM:471027,2,117
IDFM:471792,IDFM:5593,2,237
IDFM:424539,IDFM:19956,2,60
IDFM:22966,IDFM:42014,2,182
IDFM:463706,IDFM:420578,2,381
IDFM:413070,IDFM:22333,2,68
IDFM:22720,IDFM:22319,2,351
IDFM:425078,IDFM:33708,2,60
IDFM:34610,IDFM:480904,2,352
IDFM:20279,IDFM:20409,2,60
IDFM:2272,IDFM:488050,2,324
IDFM:493393,IDFM:493396,2,60
IDFM:34995,IDFM:34998,2,215
IDFM:27585,IDFM:42018,2,349
IDFM:26574,IDFM:24047,2,315
IDFM:471056,IDFM:17470,2,245
IDFM:2878,IDFM:493477,2,60
IDFM:463104,IDFM:26754,2,292
IDFM:32045,IDFM:32367,2,99
IDFM:8274,IDFM:8272,2,360
IDFM:462970,IDFM:22739,2,222
IDFM:16827,IDFM:16828,2,60
IDFM:18366,IDFM:13818,2,60
IDFM:22372,IDFM:37702,2,329
IDFM:28760,IDFM:35148,2,60
IDFM:15530,IDFM:15532,2,215
IDFM:19219,IDFM:16881,2,60
IDFM:monomodalStopPlace:473049,IDFM:479178,2,37
IDFM:20022,IDFM:20046,2,225
IDFM:420836,IDFM:19809,2,304
IDFM:491620,IDFM:413169,2,362
IDFM:12661,IDFM:21830,2,274
IDFM:22192,IDFM:26290,2,336
IDFM:4394,IDFM:5714,2,201
IDFM:5336,IDFM:5335,2,60
IDFM:12656,IDFM:12657,2,224
IDFM:18723,IDFM:41774,2,236
IDFM:27781,IDFM:22691,2,345
IDFM:monomodalStopPlace:43171,IDFM:2128,2,353
IDFM:488542,IDFM:37850,2,186
IDFM:30125,IDFM:492453,2,318
IDFM:19707,IDFM:464030,2,319
IDFM:492720,IDFM:36528,2,75
IDFM:416477,IDFM:12394,2,193
IDFM:481106,IDFM:21088,2,60
IDFM:22326,IDFM:28675,2,375
IDFM:419828,IDFM:419831,2,72
IDFM:24827,IDFM:37083,2,325
IDFM:32988,IDFM:32985,2,60
IDFM:28267,IDFM:22249,2,178
IDFM:495214,IDFM:495216,2,60
IDFM:25183,IDFM:24166,2,216
IDFM:491294,IDFM:493963,2,360
IDFM:462970,IDFM:463300,2,480
IDFM:24704,IDFM:463153,2,206
IDFM:29417,IDFM:29419,2,60
IDFM:36312,IDFM:495791,2,103
IDFM:29978,IDFM:28433,2,347
IDFM:2771,IDFM:3949,2,117
IDFM:22523,IDFM:20533,2,213
IDFM:7768,IDFM:27499,2,333
IDFM:19875,IDFM:20096,2,60
IDFM:419118,IDFM:421180,2,196
IDFM:482436,IDFM:425404,2,76
IDFM:463259,IDFM:37112,2,290
IDFM:36398,IDFM:26153,2,374
IDFM:463303,IDFM:22217,2,9
IDFM:39724,IDFM:8411,2,312
IDFM:493540,IDFM:19809,2,60
IDFM:462446,IDFM:36632,2,300
IDFM:463609,IDFM:463598,2,60
IDFM:33541,IDFM:422699,2,186
IDFM:36252,IDFM:36394,2,62
IDFM:493032,IDFM:427516,2,174
IDFM:7716,IDFM:7717,2,60
IDFM:17894,IDFM:17891,2,60
IDFM:420556,IDFM:23485,2,157
IDFM:427517,IDFM:427510,2,358
IDFM:27359,IDFM:25548,2,361
IDFM:36381,IDFM:480995,2,92
IDFM:492043,IDFM:426672,2,300
IDFM:28787,IDFM:28514,2,276
IDFM:monomodalStopPlace:43098,IDFM:427100,2,199
IDFM:27723,IDFM:24083,2,300
IDFM:36134,IDFM:463108,2,270
IDFM:26799,IDFM:427530,2,262
IDFM:480165,IDFM:480163,2,60
IDFM:monomodalStopPlace:473250,IDFM:471905,2,112
IDFM:8058,IDFM:8075,2,347
IDFM:494552,IDFM:479556,2,65
IDFM:37809,IDFM:24706,2,120
IDFM:39964,IDFM:monomodalStopPlace:473279,2,253
IDFM:426213,IDFM:462069,2,60
IDFM:39567,IDFM:28640,2,366
IDFM:35091,IDFM:monomodalStopPlace:47447,2,291
IDFM:14120,IDFM:493464,2,122
IDFM:39053,IDFM:426286,2,114
IDFM:28810,IDFM:36788,2,60
IDFM:40840,IDFM:25391,2,330
IDFM:28403,IDFM:462946,2,352
IDFM:20421,IDFM:427186,2,274
IDFM:26766,IDFM:474138,2,354
IDFM:26552,IDFM:21936,2,366
IDFM:491104,IDFM:4074,2,328
IDFM:425661,IDFM:20577,2,344
IDFM:2130,IDFM:21725,2,350
IDFM:26272,IDFM:488521,2,245
IDFM:17532,IDFM:25456,2,300
IDFM:11971,IDFM:3353,2,326
IDFM:13584,IDFM:34868,2,246
IDFM:463523,IDFM:37080,2,277
IDFM:33450,IDFM:32990,2,60
IDFM:22768,IDFM:22042,2,303
IDFM:18853,IDFM:18908,2,371
IDFM:37994,IDFM:38548,2,201
IDFM:41630,IDFM:23995,2,296
IDFM:monomodalStopPlace:47580,IDFM:5323,2,558
IDFM:2640,IDFM:2683,2,235
IDFM:472030,IDFM:472034,2,57
IDFM:28540,IDFM:21962,2,313
IDFM:27236,IDFM:27235,2,365
IDFM:16781,IDFM:16780,2,60
IDFM:483511,IDFM:14230,2,323
IDFM:36364,IDFM:36376,2,277
IDFM:27295,IDFM:491804,2,187
IDFM:413264,IDFM:486578,2,147
IDFM:13177,IDFM:17213,2,60
IDFM:426696,IDFM:15030,2,60
IDFM:491573,IDFM:492063,2,60
IDFM:5782,IDFM:35459,2,56
IDFM:6433,IDFM:6434,2,117
IDFM:13340,IDFM:477076,2,60
IDFM:11809,IDFM:494624,2,60
IDFM:25101,IDFM:37393,2,372
IDFM:492259,IDFM:463598,2,182
IDFM:17911,IDFM:17912,2,60
IDFM:42014,IDFM:24118,2,123
IDFM:411958,IDFM:32153,2,126
IDFM:23414,IDFM:28921,2,325
IDFM:423859,IDFM:426759,2,314
IDFM:494802,IDFM:494803,2,211
IDFM:2272,IDFM:495783,2,347
IDFM:28251,IDFM:29412,2,217
IDFM:39766,IDFM:462969,2,257
IDFM:427359,IDFM:27719,2,60
IDFM:4050,IDFM:4051,2,210
IDFM:monomodalStopPlace:45493,IDFM:462567,2,336
IDFM:22615,IDFM:470639,2,206
IDFM:22158,IDFM:monomodalStopPlace:473890,2,156
IDFM:24131,IDFM:36908,2,122
IDFM:486650,IDFM:27709,2,217
IDFM:494991,IDFM:463953,2,214
IDFM:34342,IDFM:monomodalStopPlace:473578,2,330
IDFM:39645,IDFM:40591,2,84
IDFM:11256,IDFM:monomodalStopPlace:47517,2,201
IDFM:7895,IDFM:462615,2,60
IDFM:2335,IDFM:42004,2,207
IDFM:18722,IDFM:25409,2,177
IDFM:492900,IDFM:24960,2,232
IDFM:monomodalStopPlace:473604,IDFM:425621,2,24
IDFM:33855,IDFM:33854,2,60
IDFM:463013,IDFM:25416,2,289
IDFM:29477,IDFM:28868,2,114
IDFM:486582,IDFM:24449,2,351
IDFM:21619,IDFM:470974,2,274
IDFM:monomodalStopPlace:473142,IDFM:18233,2,378
IDFM:35800,IDFM:494547,2,96
IDFM:26754,IDFM:29974,2,73
IDFM:37902,IDFM:37003,2,328
IDFM:25449,IDFM:24102,2,357
IDFM:19918,IDFM:13280,2,249
IDFM:463262,IDFM:463582,2,222
IDFM:6272,IDFM:6873,2,356
IDFM:427662,IDFM:19546,2,192
IDFM:14305,IDFM:14309,2,336
IDFM:24407,IDFM:28979,2,60
IDFM:36258,IDFM:36261,2,301
IDFM:28650,IDFM:42010,2,357
IDFM:3835,IDFM:4045,2,315
IDFM:480829,IDFM:471787,2,123
IDFM:28560,IDFM:463188,2,197
IDFM:35073,IDFM:34794,2,180
IDFM:494571,IDFM:41443,2,60
IDFM:28004,IDFM:8442,2,60
IDFM:470599,IDFM:2335,2,290
IDFM:16746,IDFM:16748,2,271
IDFM:426890,IDFM:monomodalStopPlace:473087,2,291
IDFM:463959,IDFM:473793,2,365
IDFM:25060,IDFM:20936,2,280
IDFM:5343,IDFM:5342,2,60
IDFM:5782,IDFM:35628,2,60
IDFM:18853,IDFM:15101,2,356
IDFM:monomodalStopPlace:47102,IDFM:494624,2,97
IDFM:7708,IDFM:13112,2,284
IDFM:487180,IDFM:28590,2,175
IDFM:monomodalStopPlace:58774,IDFM:486883,2,105
IDFM:26190,IDFM:40801,2,263
IDFM:12328,IDFM:12225,2,329
IDFM:493966,IDFM:21938,2,261
IDFM:31153,IDFM:30856,2,69
IDFM:26316,IDFM:22122,2,357
IDFM:463034,IDFM:24681,2,6
IDFM:463078,IDFM:28679,2,282
IDFM:11235,IDFM:493554,2,85
IDFM:24118,IDFM:414775,2,191
IDFM:491915,IDFM:40846,2,241
IDFM:7927,IDFM:36775,2,290
IDFM:484163,IDFM:482337,2,60
IDFM:36525,IDFM:41431,2,191
IDFM:28755,IDFM:493529,2,254
IDFM:7992,IDFM:423939,2,367
IDFM:29867,IDFM:23010,2,209
IDFM:416921,IDFM:416924,2,60
IDFM:37543,IDFM:27107,2,320
IDFM:493671,IDFM:493672,2,60
IDFM:483598,IDFM:492895,2,341
IDFM:41854,IDFM:41851,2,14
IDFM:477341,IDFM:477370,2,273
IDFM:415105,IDFM:37064,2,381
IDFM:39626,IDFM:17031,2,77
IDFM:29978,IDFM:471650,2,321
IDFM:423528,IDFM:38619,2,121
IDFM:11980,IDFM:492780,2,136
IDFM:462469,IDFM:416869,2,270
IDFM:27871,IDFM:41726,2,380
IDFM:monomodalStopPlace:51384,IDFM:8877,2,373
IDFM:monomodalStopPlace:473365,IDFM:491623,2,26
IDFM:7733,IDFM:7697,2,276
IDFM:487884,IDFM:493693,2,127
IDFM:22421,IDFM:24118,2,104
IDFM:17345,IDFM:17309,2,254
IDFM:39360,IDFM:19866,2,92
IDFM:19805,IDFM:19806,2,248
IDFM:16196,IDFM:16412,2,375
IDFM:27275,IDFM:23534,2,340
IDFM:461914,IDFM:492652,2,393
IDFM:28979,IDFM:24407,2,60
IDFM:26345,IDFM:463177,2,288
IDFM:33450,IDFM:32989,2,79
IDFM:494794,IDFM:492043,2,334
IDFM:6885,IDFM:6884,2,60
IDFM:monomodalStopPlace:473243,IDFM:461876,2,133
IDFM:495045,IDFM:473128,2,60
IDFM:24050,IDFM:28878,2,104
IDFM:18903,IDFM:18968,2,346
IDFM:35697,IDFM:35526,2,349
IDFM:463299,IDFM:23657,2,189
IDFM:33316,IDFM:480853,2,133
IDFM:22297,IDFM:25889,2,335
IDFM:20577,IDFM:472780,2,286
IDFM:493545,IDFM:7833,2,103
IDFM:25446,IDFM:491718,2,380
IDFM:19147,IDFM:19232,2,78
IDFM:413137,IDFM:19904,2,359
IDFM:17278,IDFM:17304,2,365
IDFM:22544,IDFM:19189,2,380
IDFM:36535,IDFM:27007,2,300
IDFM:17398,IDFM:37185,2,60
IDFM:493405,IDFM:12948,2,181
IDFM:39464,IDFM:21918,2,223
IDFM:36551,IDFM:9111,2,256
IDFM:463028,IDFM:29448,2,348
IDFM:2133,IDFM:42125,2,315
IDFM:493642,IDFM:19844,2,60
IDFM:23589,IDFM:23584,2,311
IDFM:19768,IDFM:39551,2,115
IDFM:37749,IDFM:monomodalStopPlace:58270,2,196
IDFM:423882,IDFM:30152,2,93
IDFM:12267,IDFM:39614,2,375
IDFM:413111,IDFM:26206,2,202
IDFM:monomodalStopPlace:473610,IDFM:427845,2,116
IDFM:480340,IDFM:monomodalStopPlace:473448,2,188
IDFM:9108,IDFM:25308,2,283
IDFM:25967,IDFM:492383,2,175
IDFM:30798,IDFM:494244,2,89
IDFM:463268,IDFM:25317,2,230
IDFM:24584,IDFM:7894,2,302
IDFM:24869,IDFM:39819,2,346
IDFM:490793,IDFM:495830,2,273
IDFM:483833,IDFM:monomodalStopPlace:47171,2,331
IDFM:monomodalStopPlace:43113,IDFM:480222,2,9
IDFM:21990,IDFM:22087,2,370
IDFM:25126,IDFM:25119,2,380
IDFM:19273,IDFM:462812,2,295
IDFM:40057,IDFM:23330,2,331
IDFM:28542,IDFM:37178,2,400
IDFM:27088,IDFM:26185,2,322
IDFM:13234,IDFM:monomodalStopPlace:47517,2,200
IDFM:15425,IDFM:15410,2,334
IDFM:13945,IDFM:412273,2,202
IDFM:12789,IDFM:472198,2,60
IDFM:27079,IDFM:37568,2,311
IDFM:22169,IDFM:478617,2,269
IDFM:493613,IDFM:21174,2,60
IDFM:26703,IDFM:37064,2,363
IDFM:16203,IDFM:36339,2,86
IDFM:22368,IDFM:463095,2,280
IDFM:426458,IDFM:8225,2,237
IDFM:16956,IDFM:16955,2,60
IDFM:28625,IDFM:12081,2,312
IDFM:479285,IDFM:21277,2,60
IDFM:472724,IDFM:472323,2,104
IDFM:30132,IDFM:492963,2,354
IDFM:9122,IDFM:25100,2,303
IDFM:monomodalStopPlace:473084,IDFM:8940,2,44
IDFM:12044,IDFM:12043,2,60
IDFM:25150,IDFM:27408,2,203
IDFM:478651,IDFM:494775,2,234
IDFM:422955,IDFM:8742,2,60
IDFM:21666,IDFM:21667,2,60
IDFM:32266,IDFM:32267,2,60
IDFM:4322,IDFM:4300,2,313
IDFM:480040,IDFM:9726,2,99
IDFM:20661,IDFM:21089,2,239
IDFM:21915,IDFM:463290,2,29
IDFM:27319,IDFM:28392,2,60
IDFM:22086,IDFM:monomodalStopPlace:58759,2,437
IDFM:471212,IDFM:471009,2,286
IDFM:39780,IDFM:492289,2,90
IDFM:40058,IDFM:471812,2,104
IDFM:39624,IDFM:39630,2,60
IDFM:26738,IDFM:463323,2,275
IDFM:10138,IDFM:493459,2,273
IDFM:13496,IDFM:13495,2,60
IDFM:22302,IDFM:8101,2,109
IDFM:27274,IDFM:29103,2,342
IDFM:413082,IDFM:23194,2,355
IDFM:21964,IDFM:471724,2,372
IDFM:486263,IDFM:486515,2,60
IDFM:493439,IDFM:426515,2,60
IDFM:10819,IDFM:6440,2,105
IDFM:32507,IDFM:32514,2,255
IDFM:39445,IDFM:18732,2,310
IDFM:24133,IDFM:36169,2,60
IDFM:7880,IDFM:26918,2,84
IDFM:461495,IDFM:15697,2,114
IDFM:24697,IDFM:22841,2,319
IDFM:14579,IDFM:426037,2,72
IDFM:17047,IDFM:13196,2,158
IDFM:32642,IDFM:32395,2,271
IDFM:488547,IDFM:8665,2,269
IDFM:472030,IDFM:monomodalStopPlace:462394,2,79
IDFM:36836,IDFM:36835,2,237
IDFM:monomodalStopPlace:473332,IDFM:8679,2,9
IDFM:6003,IDFM:13115,2,168
IDFM:22737,IDFM:28406,2,147
IDFM:463552,IDFM:463080,2,381
IDFM:39806,IDFM:491411,2,82
IDFM:11637,IDFM:29406,2,335
IDFM:24079,IDFM:36879,2,345
IDFM:39803,IDFM:472861,2,156
IDFM:478758,IDFM:478751,2,60
IDFM:8838,IDFM:19934,2,364
IDFM:5621,IDFM:5622,2,60
IDFM:38819,IDFM:38539,2,317
IDFM:3569,IDFM:23039,2,345
IDFM:463116,IDFM:24789,2,259
IDFM:27079,IDFM:462955,2,436
IDFM:41653,IDFM:480340,2,308
IDFM:5173,IDFM:19694,2,366
IDFM:423384,IDFM:18419,2,141
IDFM:19799,IDFM:487115,2,60
IDFM:40033,IDFM:462529,2,125
IDFM:462982,IDFM:23162,2,348
IDFM:19688,IDFM:37690,2,209
IDFM:19006,IDFM:18978,2,261
IDFM:491495,IDFM:480764,2,228
IDFM:490843,IDFM:21459,2,251
IDFM:29931,IDFM:29932,2,243
IDFM:monomodalStopPlace:491719,IDFM:491720,2,74
IDFM:492978,IDFM:38670,2,250
IDFM:26835,IDFM:25460,2,363
IDFM:36021,IDFM:36033,2,60
IDFM:463782,IDFM:39563,2,277
IDFM:8435,IDFM:28001,2,60
IDFM:38741,IDFM:414329,2,60
IDFM:413665,IDFM:6162,2,252
IDFM:21906,IDFM:28406,2,322
IDFM:413102,IDFM:413090,2,60
IDFM:462630,IDFM:2528,2,60
IDFM:25788,IDFM:463664,2,85
IDFM:471466,IDFM:470843,2,95
IDFM:monomodalStopPlace:473483,IDFM:480165,2,32
IDFM:25609,IDFM:479384,2,60
IDFM:483034,IDFM:40093,2,193
IDFM:9110,IDFM:23728,2,60
IDFM:monomodalStopPlace:473357,IDFM:16317,2,62
IDFM:28161,IDFM:493961,2,75
IDFM:26772,IDFM:21918,2,286
IDFM:462347,IDFM:12020,2,382
IDFM:4077,IDFM:4062,2,308
IDFM:2686,IDFM:493353,2,347
IDFM:38668,IDFM:28141,2,282
IDFM:491753,IDFM:422699,2,208
IDFM:38310,IDFM:423787,2,298
IDFM:481132,IDFM:481130,2,106
IDFM:41963,IDFM:27007,2,85
IDFM:26259,IDFM:463008,2,331
IDFM:37557,IDFM:37565,2,71
IDFM:22673,IDFM:37082,2,260
IDFM:27877,IDFM:22105,2,212
IDFM:26555,IDFM:486864,2,97
IDFM:463622,IDFM:22020,2,210
IDFM:24864,IDFM:471934,2,377
IDFM:28019,IDFM:22114,2,203
IDFM:11633,IDFM:11630,2,278
IDFM:495671,IDFM:494390,2,73
IDFM:14620,IDFM:490645,2,94
IDFM:462985,IDFM:20439,2,305
IDFM:30161,IDFM:17038,2,224
IDFM:7475,IDFM:25817,2,305
IDFM:20100,IDFM:463145,2,351
IDFM:413202,IDFM:471675,2,484
IDFM:25421,IDFM:25703,2,275
IDFM:37885,IDFM:37001,2,206
IDFM:411622,IDFM:29385,2,113
IDFM:36196,IDFM:36195,2,60
IDFM:23691,IDFM:20103,2,241
IDFM:494600,IDFM:487504,2,60
IDFM:495035,IDFM:495033,2,60
IDFM:24198,IDFM:24351,2,323
IDFM:40583,IDFM:25425,2,350
IDFM:463517,IDFM:37703,2,340
IDFM:16820,IDFM:16819,2,60
IDFM:14015,IDFM:32856,2,327
IDFM:463785,IDFM:21904,2,320
IDFM:480286,IDFM:monomodalStopPlace:473448,2,175
IDFM:424902,IDFM:14416,2,371
IDFM:3567,IDFM:492210,2,328
IDFM:21963,IDFM:39766,2,257
IDFM:17167,IDFM:17159,2,331
IDFM:491737,IDFM:25151,2,364
IDFM:13479,IDFM:monomodalStopPlace:473497,2,26
IDFM:22377,IDFM:27335,2,307
IDFM:480117,IDFM:8338,2,175
IDFM:25526,IDFM:monomodalStopPlace:58757,2,350
IDFM:490191,IDFM:412323,2,60
IDFM:21046,IDFM:21042,2,172
IDFM:22013,IDFM:462532,2,229
IDFM:428005,IDFM:7781,2,283
IDFM:23628,IDFM:25314,2,233
IDFM:14860,IDFM:14861,2,60
IDFM:485317,IDFM:6672,2,114
IDFM:25568,IDFM:37521,2,214
IDFM:18720,IDFM:18722,2,323
IDFM:3230,IDFM:3228,2,288
IDFM:monomodalStopPlace:473275,IDFM:6264,2,0
IDFM:monomodalStopPlace:473087,IDFM:486751,2,15
IDFM:463556,IDFM:463288,2,212
IDFM:25515,IDFM:463789,2,124
IDFM:421765,IDFM:26379,2,60
IDFM:3141,IDFM:3123,2,300
IDFM:16126,IDFM:16127,2,60
IDFM:3391,IDFM:3390,2,245
IDFM:463000,IDFM:36553,2,249
IDFM:23221,IDFM:22864,2,248
IDFM:21023,IDFM:22254,2,311
IDFM:22480,IDFM:16484,2,137
IDFM:11981,IDFM:40332,2,109
IDFM:25098,IDFM:25093,2,360
IDFM:463780,IDFM:413432,2,339
IDFM:29355,IDFM:29900,2,303
IDFM:22099,IDFM:19826,2,338
IDFM:493440,IDFM:39784,2,348
IDFM:32943,IDFM:416967,2,318
IDFM:28265,IDFM:463245,2,271
IDFM:19097,IDFM:18884,2,356
IDFM:486708,IDFM:34525,2,124
IDFM:31497,IDFM:31496,2,60
IDFM:493648,IDFM:492452,2,379
IDFM:462210,IDFM:13604,2,231
IDFM:22074,IDFM:36948,2,343
IDFM:480291,IDFM:24432,2,269
IDFM:472680,IDFM:426057,2,177
IDFM:40023,IDFM:28411,2,349
IDFM:28529,IDFM:37733,2,253
IDFM:14428,IDFM:481471,2,319
IDFM:10484,IDFM:10483,2,224
IDFM:32200,IDFM:32063,2,145
IDFM:29275,IDFM:27307,2,140
IDFM:8408,IDFM:472849,2,146
IDFM:37420,IDFM:7918,2,359
IDFM:4160,IDFM:426916,2,60
IDFM:463808,IDFM:463809,2,351
IDFM:26910,IDFM:37466,2,60
IDFM:7765,IDFM:26372,2,356
IDFM:470926,IDFM:493340,2,371
IDFM:37565,IDFM:471233,2,55
IDFM:14080,IDFM:9262,2,313
IDFM:32724,IDFM:490503,2,60
IDFM:29002,IDFM:24399,2,89
IDFM:486847,IDFM:12166,2,60
IDFM:38139,IDFM:427845,2,184
IDFM:4992,IDFM:4994,2,306
IDFM:8412,IDFM:471063,2,216
IDFM:5179,IDFM:5177,2,333
IDFM:463661,IDFM:422969,2,317
IDFM:426200,IDFM:463158,2,276
IDFM:27557,IDFM:39523,2,60
IDFM:7496,IDFM:7544,2,212
IDFM:40742,IDFM:427842,2,280
IDFM:26353,IDFM:36304,2,283
IDFM:20168,IDFM:13122,2,378
IDFM:421158,IDFM:421159,2,381
IDFM:21947,IDFM:463761,2,194
IDFM:37733,IDFM:462994,2,366
IDFM:487006,IDFM:470705,2,322
IDFM:15893,IDFM:15820,2,365
IDFM:491783,IDFM:37657,2,378
IDFM:462297,IDFM:9986,2,335
IDFM:5474,IDFM:5398,2,319
IDFM:25894,IDFM:29425,2,331
IDFM:11514,IDFM:7815,2,88
IDFM:478747,IDFM:478746,2,60
IDFM:18684,IDFM:17850,2,215
IDFM:35017,IDFM:35018,2,108
IDFM:490818,IDFM:490819,2,148
IDFM:4141,IDFM:4351,2,310
IDFM:492723,IDFM:37506,2,206
IDFM:415336,IDFM:479369,2,327
IDFM:4063,IDFM:34708,2,215
IDFM:493293,IDFM:493291,2,60
IDFM:31435,IDFM:31434,2,60
IDFM:19771,IDFM:427354,2,174
IDFM:486818,IDFM:487466,2,60
IDFM:36639,IDFM:28629,2,359
IDFM:19932,IDFM:19934,2,60
IDFM:11379,IDFM:11378,2,275
IDFM:494637,IDFM:420895,2,124
IDFM:29654,IDFM:41576,2,376
IDFM:491950,IDFM:23700,2,163
IDFM:41442,IDFM:413034,2,60
IDFM:27208,IDFM:27958,2,162
IDFM:8694,IDFM:8687,2,305
IDFM:24451,IDFM:36328,2,338
IDFM:470914,IDFM:37945,2,60
IDFM:36311,IDFM:26103,2,79
IDFM:22269,IDFM:25446,2,223
IDFM:22870,IDFM:22972,2,202
IDFM:37231,IDFM:27439,2,373
IDFM:472861,IDFM:monomodalStopPlace:462394,2,81
IDFM:monomodalStopPlace:473377,IDFM:492501,2,295
IDFM:24913,IDFM:7892,2,289
IDFM:21171,IDFM:monomodalStopPlace:473466,2,109
IDFM:37945,IDFM:495782,2,103
IDFM:15100,IDFM:22545,2,100
IDFM:36446,IDFM:27834,2,60
IDFM:27368,IDFM:40070,2,82
IDFM:3943,IDFM:23034,2,364
IDFM:28631,IDFM:28540,2,266
IDFM:463018,IDFM:28401,2,208
IDFM:26449,IDFM:19866,2,104
IDFM:27875,IDFM:24367,2,261
IDFM:413313,IDFM:37516,2,310
IDFM:15245,IDFM:33546,2,199
IDFM:24711,IDFM:40416,2,357
IDFM:6287,IDFM:monomodalStopPlace:473420,2,12
IDFM:20612,IDFM:21078,2,60
IDFM:8730,IDFM:9560,2,280
IDFM:415385,IDFM:415384,2,86
IDFM:26844,IDFM:426480,2,207
IDFM:2341,IDFM:41978,2,82
IDFM:29459,IDFM:25127,2,363
IDFM:23274,IDFM:23244,2,287
IDFM:25532,IDFM:25526,2,77
IDFM:495211,IDFM:495213,2,167
IDFM:424107,IDFM:480087,2,158
IDFM:15388,IDFM:15523,2,228
IDFM:2628,IDFM:13180,2,60
IDFM:4089,IDFM:4099,2,369
IDFM:423572,IDFM:40402,2,335
IDFM:37547,IDFM:26286,2,287
IDFM:37151,IDFM:27373,2,300
IDFM:26546,IDFM:24973,2,355
IDFM:479311,IDFM:13978,2,359
IDFM:24729,IDFM:36720,2,107
IDFM:427588,IDFM:24591,2,293
IDFM:472644,IDFM:39913,2,254
IDFM:463790,IDFM:480103,2,183
IDFM:34448,IDFM:34447,2,171
IDFM:monomodalStopPlace:47582,IDFM:471915,2,367
IDFM:472737,IDFM:477079,2,185
IDFM:21748,IDFM:492486,2,346
IDFM:20799,IDFM:18258,2,166
IDFM:27008,IDFM:17588,2,350
IDFM:22054,IDFM:463310,2,373
IDFM:14044,IDFM:14061,2,192
IDFM:37425,IDFM:26381,2,334
IDFM:10883,IDFM:10882,2,60
IDFM:39668,IDFM:27758,2,226
IDFM:25088,IDFM:25090,2,236
IDFM:22752,IDFM:27480,2,271
IDFM:494241,IDFM:492182,2,197
IDFM:37535,IDFM:494589,2,80
IDFM:471550,IDFM:34100,2,353
IDFM:34263,IDFM:4116,2,365
IDFM:3129,IDFM:3134,2,307
IDFM:419611,IDFM:419771,2,316
IDFM:34982,IDFM:35102,2,68
IDFM:36903,IDFM:483760,2,60
IDFM:463548,IDFM:463551,2,123
IDFM:monomodalStopPlace:473373,IDFM:471367,2,44
IDFM:30386,IDFM:15019,2,328
IDFM:19884,IDFM:28324,2,264
IDFM:4590,IDFM:31277,2,315
IDFM:20957,IDFM:25054,2,60
IDFM:5280,IDFM:5274,2,280
IDFM:41628,IDFM:426477,2,305
IDFM:29902,IDFM:37477,2,129
IDFM:22032,IDFM:471724,2,279
IDFM:24496,IDFM:26980,2,60
IDFM:22852,IDFM:8202,2,374
IDFM:35091,IDFM:35082,2,158
IDFM:490716,IDFM:monomodalStopPlace:473323,2,323
IDFM:480340,IDFM:494234,2,57
IDFM:23530,IDFM:420054,2,157
IDFM:472104,IDFM:492183,2,113
IDFM:27899,IDFM:27111,2,189
IDFM:463028,IDFM:426149,2,221
IDFM:463425,IDFM:477448,2,273
IDFM:monomodalStopPlace:43833,IDFM:36689,2,269
IDFM:27844,IDFM:22689,2,311
IDFM:478451,IDFM:36474,2,141
IDFM:20840,IDFM:20860,2,60
IDFM:37398,IDFM:23522,2,60
IDFM:4266,IDFM:30059,2,294
IDFM:8358,IDFM:2295,2,70
IDFM:488463,IDFM:493514,2,292
IDFM:34306,IDFM:34289,2,205
IDFM:420976,IDFM:24360,2,345
IDFM:421023,IDFM:31397,2,156
IDFM:39767,IDFM:483760,2,170
IDFM:493039,IDFM:41818,2,229
IDFM:21510,IDFM:20745,2,234
IDFM:28486,IDFM:28583,2,60
