from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:484442,IDFM:484441,2,63
IDFM:25513,IDFM:8438,2,348
IDFM:424791,IDFM:424794,2,60
IDFM:39459,IDFM:21939,2,229
IDFM:32925,IDFM:488434,2,266
IDFM:13340,IDFM:462210,2,146
IDFM:23314,IDFM:22634,2,323
IDFM:27482,IDFM:21993,2,203
IDFM:33882,IDFM:471550,2,181
IDFM:472154,IDFM:14260,2,127
IDFM:39818,IDFM:24263,2,89
IDFM:40818,IDFM:monomodalStopPlace:58718,2,283
IDFM:471148,IDFM:478506,2,197
IDFM:42034,IDFM:28162,2,361
IDFM:14469,IDFM:2364,2,136
IDFM:483612,IDFM:483625,2,239
IDFM:34229,IDFM:421714,2,285
IDFM:28044,IDFM:479093,2,65
IDFM:7673,IDFM:7675,2,310
IDFM:16692,IDFM:21243,2,374
IDFM:21994,IDFM:39463,2,322
IDFM:35731,IDFM:35622,2,60
IDFM:479130,IDFM:25493,2,284
IDFM:8677,IDFM:486485,2,366
IDFM:26367,IDFM:463961,2,342
IDFM:21072,IDFM:21058,2,60
IDFM:8412,IDFM:471150,2,253
IDFM:427369,IDFM:463046,2,387
IDFM:471887,IDFM:427828,2,60
IDFM:41409,IDFM:39578,2,133
IDFM:37597,IDFM:490998,2,286
IDFM:427369,IDFM:22083,2,447
IDFM:monomodalStopPlace:473278,IDFM:411738,2,51
IDFM:495465,IDFM:2513,2,60
IDFM:491495,IDFM:22225,2,328
IDFM:monomodalStopPlace:43194,IDFM:19264,2,226
IDFM:33119,IDFM:463744,2,60
IDFM:3390,IDFM:20115,2,325
IDFM:470693,IDFM:472497,2,87
IDFM:15812,IDFM:16158,2,359
IDFM:24469,IDFM:24679,2,321
IDFM:21625,IDFM:monomodalStopPlace:46299,2,240
IDFM:463692,IDFM:463156,2,350
IDFM:33887,IDFM:33895,2,335
IDFM:3254,IDFM:3249,2,312
IDFM:22005,IDFM:463586,2,353
IDFM:28794,IDFM:monomodalStopPlace:464040,2,420
IDFM:25658,IDFM:25433,2,60
IDFM:472959,IDFM:471233,2,72
IDFM:426812,IDFM:2272,2,369
IDFM:3206,IDFM:492812,2,203
IDFM:495209,IDFM:492995,2,339
IDFM:462955,IDFM:39457,2,430
IDFM:463774,IDFM:472626,2,288
IDFM:5341,IDFM:5210,2,317
IDFM:471520,IDFM:41430,2,379
IDFM:479947,IDFM:492276,2,90
IDFM:8913,IDFM:8739,2,60
IDFM:471259,IDFM:monomodalStopPlace:43189,2,277
IDFM:14267,IDFM:14269,2,60
IDFM:415821,IDFM:495048,2,326
IDFM:28642,IDFM:24132,2,123
IDFM:35981,IDFM:11959,2,311
IDFM:39398,IDFM:24102,2,292
IDFM:37647,IDFM:24065,2,60
IDFM:463259,IDFM:461335,2,210
IDFM:40781,IDFM:18208,2,308
IDFM:9524,IDFM:25031,2,60
IDFM:6660,IDFM:6661,2,60
IDFM:29968,IDFM:37562,2,339
IDFM:16434,IDFM:16456,2,211
IDFM:14203,IDFM:14204,2,60
IDFM:12320,IDFM:20501,2,60
IDFM:30083,IDFM:30084,2,252
IDFM:471934,IDFM:25089,2,358
IDFM:31912,IDFM:31897,2,314
IDFM:492231,IDFM:490873,2,151
IDFM:40814,IDFM:26276,2,380
IDFM:493682,IDFM:495026,2,65
IDFM:416433,IDFM:490720,2,80
IDFM:494368,IDFM:33048,2,60
IDFM:28237,IDFM:22222,2,352
IDFM:2178,IDFM:491721,2,259
IDFM:24853,IDFM:488363,2,347
IDFM:13186,IDFM:488090,2,357
IDFM:35871,IDFM:27397,2,364
IDFM:27923,IDFM:27940,2,252
IDFM:29965,IDFM:23598,2,60
IDFM:29002,IDFM:463007,2,316
IDFM:26261,IDFM:25822,2,107
IDFM:9188,IDFM:42086,2,247
IDFM:6958,IDFM:3737,2,327
IDFM:4227,IDFM:4222,2,352
IDFM:28156,IDFM:7745,2,173
IDFM:2616,IDFM:17266,2,307
IDFM:39766,IDFM:28631,2,252
IDFM:monomodalStopPlace:47906,IDFM:490930,2,182
IDFM:420855,IDFM:492043,2,185
IDFM:7555,IDFM:7554,2,60
IDFM:20108,IDFM:490711,2,361
IDFM:463019,IDFM:463562,2,229
IDFM:27250,IDFM:490887,2,362
IDFM:41955,IDFM:42102,2,308
IDFM:472013,IDFM:9105,2,365
IDFM:479978,IDFM:7866,2,161
IDFM:9553,IDFM:25769,2,304
IDFM:461820,IDFM:494555,2,150
IDFM:487103,IDFM:423862,2,332
IDFM:25391,IDFM:490972,2,230
IDFM:15833,IDFM:monomodalStopPlace:47910,2,205
IDFM:monomodalStopPlace:473520,IDFM:33047,2,103
IDFM:472969,IDFM:monomodalStopPlace:473165,2,176
IDFM:40551,IDFM:40553,2,346
IDFM:17838,IDFM:18018,2,268
IDFM:37173,IDFM:25564,2,337
IDFM:38537,IDFM:38643,2,300
IDFM:463182,IDFM:22824,2,321
IDFM:34880,IDFM:489686,2,89
IDFM:25872,IDFM:22635,2,327
IDFM:monomodalStopPlace:45067,IDFM:495472,2,264
IDFM:37418,IDFM:28331,2,60
IDFM:463721,IDFM:463724,2,60
IDFM:479584,IDFM:484442,2,60
IDFM:478441,IDFM:36474,2,158
IDFM:24133,IDFM:36170,2,70
IDFM:427750,IDFM:427743,2,264
IDFM:24813,IDFM:26265,2,216
IDFM:28711,IDFM:25261,2,303
IDFM:492384,IDFM:491538,2,350
IDFM:413101,IDFM:483034,2,151
IDFM:monomodalStopPlace:473237,IDFM:21963,2,153
IDFM:24133,IDFM:23994,2,116
IDFM:21812,IDFM:416663,2,322
IDFM:20874,IDFM:20886,2,60
IDFM:463121,IDFM:29284,2,230
IDFM:479497,IDFM:491506,2,60
IDFM:17910,IDFM:12444,2,289
IDFM:32002,IDFM:10844,2,304
IDFM:480105,IDFM:27949,2,140
IDFM:479947,IDFM:463305,2,367
IDFM:37469,IDFM:35883,2,286
IDFM:39984,IDFM:36312,2,182
IDFM:38024,IDFM:492912,2,106
IDFM:41821,IDFM:40514,2,325
IDFM:420976,IDFM:463973,2,121
IDFM:24156,IDFM:24153,2,248
IDFM:8444,IDFM:34167,2,345
IDFM:7773,IDFM:28518,2,210
IDFM:41684,IDFM:monomodalStopPlace:473407,2,11
IDFM:12660,IDFM:21829,2,267
IDFM:5042,IDFM:11271,2,379
IDFM:24245,IDFM:8281,2,88
IDFM:19154,IDFM:490594,2,350
IDFM:35361,IDFM:477036,2,366
IDFM:16917,IDFM:21512,2,255
IDFM:8391,IDFM:26983,2,60
IDFM:30022,IDFM:8154,2,370
IDFM:19435,IDFM:490656,2,60
IDFM:37409,IDFM:23217,2,60
IDFM:27207,IDFM:37203,2,198
IDFM:21983,IDFM:492273,2,291
IDFM:491950,IDFM:26920,2,204
IDFM:6800,IDFM:472572,2,145
IDFM:28418,IDFM:37121,2,340
IDFM:monomodalStopPlace:43193,IDFM:488058,2,289
IDFM:426413,IDFM:30043,2,375
IDFM:39328,IDFM:23497,2,60
IDFM:24509,IDFM:28141,2,343
IDFM:3926,IDFM:3927,2,60
IDFM:27343,IDFM:24064,2,206
IDFM:9364,IDFM:9365,2,60
IDFM:479326,IDFM:12590,2,272
IDFM:494383,IDFM:494384,2,60
IDFM:24003,IDFM:23328,2,284
IDFM:11590,IDFM:24690,2,60
IDFM:491275,IDFM:39931,2,135
IDFM:20217,IDFM:10534,2,60
IDFM:462948,IDFM:39456,2,365
IDFM:10508,IDFM:479671,2,366
IDFM:29407,IDFM:12044,2,248
IDFM:3515,IDFM:3517,2,342
IDFM:37291,IDFM:27790,2,60
IDFM:477337,IDFM:33541,2,60
IDFM:24691,IDFM:12821,2,269
IDFM:493064,IDFM:16799,2,297
IDFM:463196,IDFM:24772,2,120
IDFM:470622,IDFM:monomodalStopPlace:43122,2,209
IDFM:13070,IDFM:477718,2,60
IDFM:491713,IDFM:462413,2,167
IDFM:27191,IDFM:37227,2,174
IDFM:3705,IDFM:3702,2,204
IDFM:monomodalStopPlace:43157,IDFM:12534,2,217
IDFM:26701,IDFM:463104,2,222
IDFM:32192,IDFM:485432,2,300
IDFM:463526,IDFM:480964,2,143
IDFM:monomodalStopPlace:43074,IDFM:20009,2,356
IDFM:monomodalStopPlace:44314,IDFM:488265,2,609
IDFM:478391,IDFM:463556,2,60
IDFM:34221,IDFM:34220,2,206
IDFM:8486,IDFM:490481,2,206
IDFM:28999,IDFM:28983,2,60
IDFM:40056,IDFM:28704,2,114
IDFM:20468,IDFM:35809,2,324
IDFM:477200,IDFM:monomodalStopPlace:50904,2,269
IDFM:24713,IDFM:8407,2,183
IDFM:38037,IDFM:39129,2,98
IDFM:39998,IDFM:7478,2,60
IDFM:470808,IDFM:495047,2,64
IDFM:488307,IDFM:34655,2,295
IDFM:34544,IDFM:34543,2,318
IDFM:27735,IDFM:24709,2,367
IDFM:413368,IDFM:22400,2,217
IDFM:413350,IDFM:14520,2,300
IDFM:29863,IDFM:29864,2,60
IDFM:13262,IDFM:14367,2,139
IDFM:478748,IDFM:6851,2,363
IDFM:27048,IDFM:7765,2,66
IDFM:488268,IDFM:488269,2,272
IDFM:474401,IDFM:22977,2,279
IDFM:8172,IDFM:24362,2,319
IDFM:40891,IDFM:40881,2,187
IDFM:485713,IDFM:11960,2,354
IDFM:23855,IDFM:493554,2,316
IDFM:35932,IDFM:460558,2,86
IDFM:477079,IDFM:477194,2,60
IDFM:24375,IDFM:478991,2,117
IDFM:37270,IDFM:27499,2,338
IDFM:30143,IDFM:2869,2,100
IDFM:462939,IDFM:479720,2,329
IDFM:37517,IDFM:24437,2,229
IDFM:492275,IDFM:monomodalStopPlace:473890,2,295
IDFM:21357,IDFM:21455,2,258
IDFM:488502,IDFM:463047,2,377
IDFM:472014,IDFM:39851,2,77
IDFM:39788,IDFM:30157,2,292
IDFM:25328,IDFM:22961,2,241
IDFM:488476,IDFM:12122,2,93
IDFM:34227,IDFM:34224,2,166
IDFM:22170,IDFM:463042,2,348
IDFM:463256,IDFM:23516,2,362
IDFM:20838,IDFM:20839,2,239
IDFM:28364,IDFM:24063,2,340
IDFM:13048,IDFM:19156,2,228
IDFM:3647,IDFM:3594,2,346
IDFM:38688,IDFM:427835,2,293
IDFM:14449,IDFM:14420,2,309
IDFM:15395,IDFM:15255,2,261
IDFM:488403,IDFM:13712,2,204
IDFM:37287,IDFM:27764,2,325
IDFM:419509,IDFM:39168,2,237
IDFM:492751,IDFM:490902,2,60
IDFM:493674,IDFM:32250,2,60
IDFM:23018,IDFM:2643,2,356
IDFM:422038,IDFM:422467,2,60
IDFM:29379,IDFM:492259,2,141
IDFM:19784,IDFM:37911,2,320
IDFM:22998,IDFM:27336,2,161
IDFM:39609,IDFM:488836,2,114
IDFM:416472,IDFM:3151,2,199
IDFM:11344,IDFM:11376,2,286
IDFM:425003,IDFM:39012,2,287
IDFM:23248,IDFM:22869,2,352
IDFM:413665,IDFM:6167,2,359
IDFM:488050,IDFM:426813,2,64
IDFM:34880,IDFM:13941,2,300
IDFM:22174,IDFM:463773,2,200
IDFM:monomodalStopPlace:473244,IDFM:494097,2,132
IDFM:15195,IDFM:471812,2,334
IDFM:426843,IDFM:426844,2,314
IDFM:39126,IDFM:40652,2,213
IDFM:12864,IDFM:12865,2,283
IDFM:40098,IDFM:8034,2,324
IDFM:40515,IDFM:472147,2,344
IDFM:20245,IDFM:477750,2,60
IDFM:413341,IDFM:14539,2,134
IDFM:426812,IDFM:494649,2,60
IDFM:21791,IDFM:28190,2,378
IDFM:495046,IDFM:472648,2,78
IDFM:19800,IDFM:12980,2,234
IDFM:463016,IDFM:22989,2,261
IDFM:472141,IDFM:461922,2,90
IDFM:23054,IDFM:471751,2,228
IDFM:26748,IDFM:22011,2,240
IDFM:463299,IDFM:21910,2,14
IDFM:24966,IDFM:16369,2,60
IDFM:36545,IDFM:462915,2,345
IDFM:10089,IDFM:24142,2,81
IDFM:20685,IDFM:4361,2,287
IDFM:6744,IDFM:6238,2,225
IDFM:419605,IDFM:38617,2,145
IDFM:16191,IDFM:492851,2,379
IDFM:20892,IDFM:20893,2,266
IDFM:426324,IDFM:27131,2,350
IDFM:14331,IDFM:14354,2,283
IDFM:38478,IDFM:495743,2,60
IDFM:36522,IDFM:485329,2,359
IDFM:8102,IDFM:12425,2,368
IDFM:41984,IDFM:34168,2,360
IDFM:15603,IDFM:15581,2,354
IDFM:20315,IDFM:472198,2,351
IDFM:27724,IDFM:26915,2,284
IDFM:19440,IDFM:21896,2,229
IDFM:20875,IDFM:20931,2,73
IDFM:488058,IDFM:19175,2,72
IDFM:484961,IDFM:18063,2,81
IDFM:13654,IDFM:17894,2,350
IDFM:35160,IDFM:37900,2,358
IDFM:21687,IDFM:10400,2,112
IDFM:30104,IDFM:30100,2,205
IDFM:471878,IDFM:27669,2,144
IDFM:471008,IDFM:472043,2,77
IDFM:40017,IDFM:40015,2,338
IDFM:24974,IDFM:23661,2,324
IDFM:19721,IDFM:11320,2,266
IDFM:41862,IDFM:11641,2,342
IDFM:38416,IDFM:3139,2,60
IDFM:479001,IDFM:479000,2,12
IDFM:25086,IDFM:34184,2,205
IDFM:463164,IDFM:463150,2,166
IDFM:33318,IDFM:424103,2,98
IDFM:34782,IDFM:34773,2,338
IDFM:24976,IDFM:24986,2,327
IDFM:36296,IDFM:474142,2,70
IDFM:480815,IDFM:13023,2,348
IDFM:22013,IDFM:monomodalStopPlace:473826,2,11
IDFM:462950,IDFM:28424,2,301
IDFM:21311,IDFM:39709,2,327
IDFM:2721,IDFM:20991,2,293
IDFM:415096,IDFM:26824,2,335
IDFM:494645,IDFM:40772,2,155
IDFM:29642,IDFM:29632,2,60
IDFM:485171,IDFM:411253,2,60
IDFM:24783,IDFM:9895,2,262
IDFM:25638,IDFM:20421,2,72
IDFM:11779,IDFM:11782,2,332
IDFM:28711,IDFM:463112,2,176
IDFM:37431,IDFM:29912,2,78
IDFM:39449,IDFM:39445,2,162
IDFM:3920,IDFM:487117,2,60
IDFM:28755,IDFM:464032,2,282
IDFM:22324,IDFM:22386,2,357
IDFM:22050,IDFM:36297,2,276
IDFM:494442,IDFM:493459,2,187
IDFM:415377,IDFM:415379,2,313
IDFM:7479,IDFM:7475,2,60
IDFM:39942,IDFM:463178,2,208
IDFM:15098,IDFM:19624,2,279
IDFM:491009,IDFM:471482,2,232
IDFM:22114,IDFM:463089,2,131
IDFM:24000,IDFM:23521,2,276
IDFM:32311,IDFM:32312,2,60
IDFM:422917,IDFM:422918,2,60
IDFM:4714,IDFM:4715,2,66
IDFM:21698,IDFM:25771,2,168
IDFM:31315,IDFM:31925,2,109
IDFM:21744,IDFM:21751,2,60
IDFM:22825,IDFM:462508,2,279
IDFM:416477,IDFM:26896,2,126
IDFM:14203,IDFM:14394,2,290
IDFM:22967,IDFM:22790,2,104
IDFM:12212,IDFM:415095,2,61
IDFM:monomodalStopPlace:47964,IDFM:411227,2,213
IDFM:28428,IDFM:460436,2,60
IDFM:488302,IDFM:37510,2,212
IDFM:22010,IDFM:36551,2,206
IDFM:32179,IDFM:425667,2,269
IDFM:7633,IDFM:7718,2,272
IDFM:23166,IDFM:23167,2,60
IDFM:13322,IDFM:13362,2,283
IDFM:26027,IDFM:26025,2,60
IDFM:34123,IDFM:2307,2,181
IDFM:30176,IDFM:24748,2,232
IDFM:21823,IDFM:478686,2,60
IDFM:39404,IDFM:24024,2,342
IDFM:22110,IDFM:37928,2,333
IDFM:427540,IDFM:39772,2,225
IDFM:21715,IDFM:4395,2,66
IDFM:36616,IDFM:40740,2,60
IDFM:426998,IDFM:35196,2,351
IDFM:19729,IDFM:37203,2,60
IDFM:34524,IDFM:481069,2,201
IDFM:24152,IDFM:24002,2,85
IDFM:9880,IDFM:5732,2,123
IDFM:18811,IDFM:40616,2,304
IDFM:26833,IDFM:26835,2,329
IDFM:31084,IDFM:427288,2,334
IDFM:418994,IDFM:31972,2,60
IDFM:463120,IDFM:22123,2,0
IDFM:21846,IDFM:21877,2,288
IDFM:17881,IDFM:17971,2,289
IDFM:36748,IDFM:10069,2,60
IDFM:18922,IDFM:39270,2,337
IDFM:24545,IDFM:27897,2,289
IDFM:23077,IDFM:494979,2,154
IDFM:486649,IDFM:39916,2,198
IDFM:30079,IDFM:28572,2,321
IDFM:482433,IDFM:493066,2,134
IDFM:9105,IDFM:472142,2,365
IDFM:23722,IDFM:7921,2,192
IDFM:monomodalStopPlace:46552,IDFM:470706,2,213
IDFM:4278,IDFM:4280,2,324
IDFM:39789,IDFM:39793,2,60
IDFM:463069,IDFM:8410,2,241
IDFM:411300,IDFM:21129,2,304
IDFM:23905,IDFM:23902,2,372
IDFM:413169,IDFM:413172,2,60
IDFM:37524,IDFM:22719,2,84
IDFM:495730,IDFM:34965,2,458
IDFM:37271,IDFM:27499,2,369
IDFM:472385,IDFM:472231,2,105
IDFM:18743,IDFM:41718,2,298
IDFM:23229,IDFM:29025,2,185
IDFM:27824,IDFM:486497,2,154
IDFM:37612,IDFM:26019,2,315
IDFM:13343,IDFM:13342,2,248
IDFM:18921,IDFM:19134,2,223
IDFM:40531,IDFM:2286,2,61
IDFM:492459,IDFM:478646,2,271
IDFM:491541,IDFM:35875,2,269
IDFM:28352,IDFM:39650,2,359
IDFM:29992,IDFM:37469,2,362
IDFM:424995,IDFM:39290,2,299
IDFM:416961,IDFM:416958,2,80
IDFM:490486,IDFM:33117,2,214
IDFM:423831,IDFM:38320,2,321
IDFM:27336,IDFM:25514,2,172
IDFM:3011,IDFM:19665,2,281
IDFM:36169,IDFM:25716,2,116
IDFM:424891,IDFM:14406,2,367
IDFM:34209,IDFM:36563,2,66
IDFM:26300,IDFM:22185,2,329
IDFM:26287,IDFM:491941,2,334
IDFM:426986,IDFM:40003,2,73
IDFM:427837,IDFM:37520,2,60
IDFM:491506,IDFM:477080,2,60
IDFM:5311,IDFM:35111,2,108
IDFM:39796,IDFM:39463,2,293
IDFM:18504,IDFM:18503,2,60
IDFM:36670,IDFM:462995,2,229
IDFM:monomodalStopPlace:43246,IDFM:479583,2,230
IDFM:14455,IDFM:14452,2,381
IDFM:426445,IDFM:426456,2,245
IDFM:26138,IDFM:26139,2,101
IDFM:477527,IDFM:477079,2,257
IDFM:463060,IDFM:21990,2,336
IDFM:483760,IDFM:462615,2,174
IDFM:463268,IDFM:22164,2,12
IDFM:8946,IDFM:9069,2,97
IDFM:22030,IDFM:25390,2,257
IDFM:494119,IDFM:494015,2,33
IDFM:4525,IDFM:4524,2,90
IDFM:38013,IDFM:419498,2,202
IDFM:423981,IDFM:423980,2,306
IDFM:28779,IDFM:10078,2,362
IDFM:40077,IDFM:19220,2,255
IDFM:36551,IDFM:26174,2,154
IDFM:33046,IDFM:13114,2,113
IDFM:40017,IDFM:25712,2,371
IDFM:463805,IDFM:26265,2,246
IDFM:2170,IDFM:42104,2,82
IDFM:23134,IDFM:29194,2,123
IDFM:415101,IDFM:415096,2,324
IDFM:22828,IDFM:22829,2,60
IDFM:30571,IDFM:15981,2,363
IDFM:29242,IDFM:34413,2,72
IDFM:5619,IDFM:5620,2,60
IDFM:24409,IDFM:28518,2,94
IDFM:40608,IDFM:7832,2,60
IDFM:7428,IDFM:25816,2,142
IDFM:20254,IDFM:426645,2,223
IDFM:17251,IDFM:17250,2,137
IDFM:26007,IDFM:36632,2,279
IDFM:419405,IDFM:monomodalStopPlace:473354,2,64
IDFM:488278,IDFM:487972,2,202
IDFM:12519,IDFM:12522,2,186
IDFM:11806,IDFM:471897,2,63
IDFM:31344,IDFM:31345,2,60
IDFM:22593,IDFM:491518,2,283
IDFM:33142,IDFM:33138,2,60
IDFM:463207,IDFM:480631,2,358
IDFM:monomodalStopPlace:58874,IDFM:480738,2,210
IDFM:34952,IDFM:34951,2,64
IDFM:25729,IDFM:37561,2,168
IDFM:25824,IDFM:36333,2,382
IDFM:21964,IDFM:462972,2,180
IDFM:41515,IDFM:25260,2,132
IDFM:monomodalStopPlace:43087,IDFM:monomodalStopPlace:473102,2,219
IDFM:7952,IDFM:18723,2,125
IDFM:12458,IDFM:419258,2,60
IDFM:monomodalStopPlace:473064,IDFM:426318,2,94
IDFM:38415,IDFM:3403,2,137
IDFM:15629,IDFM:30977,2,369
IDFM:22659,IDFM:28064,2,375
IDFM:12334,IDFM:12333,2,60
IDFM:31346,IDFM:31347,2,60
IDFM:4239,IDFM:4242,2,187
IDFM:31156,IDFM:30966,2,170
IDFM:19234,IDFM:28594,2,296
IDFM:4508,IDFM:4507,2,60
IDFM:36923,IDFM:463321,2,165
IDFM:18733,IDFM:423683,2,149
IDFM:23948,IDFM:23947,2,60
IDFM:37784,IDFM:37133,2,147
IDFM:15672,IDFM:15537,2,274
IDFM:monomodalStopPlace:473077,IDFM:11797,2,17
IDFM:8208,IDFM:427524,2,340
IDFM:488690,IDFM:477209,2,172
IDFM:9020,IDFM:8963,2,338
IDFM:27825,IDFM:39913,2,241
IDFM:26177,IDFM:monomodalStopPlace:415091,2,174
IDFM:29267,IDFM:monomodalStopPlace:422065,2,298
IDFM:495053,IDFM:494633,2,218
IDFM:22762,IDFM:37722,2,309
IDFM:472582,IDFM:monomodalStopPlace:43072,2,88
IDFM:481823,IDFM:34745,2,237
IDFM:26125,IDFM:26113,2,272
IDFM:28920,IDFM:28922,2,60
IDFM:414775,IDFM:2869,2,92
IDFM:494632,IDFM:486590,2,343
IDFM:monomodalStopPlace:473364,IDFM:10226,2,285
IDFM:18775,IDFM:18762,2,89
IDFM:13498,IDFM:14020,2,285
IDFM:474311,IDFM:32137,2,60
IDFM:21995,IDFM:8426,2,364
IDFM:415133,IDFM:415136,2,60
IDFM:490720,IDFM:monomodalStopPlace:43070,2,258
IDFM:461876,IDFM:424467,2,164
IDFM:27395,IDFM:18786,2,360
IDFM:2263,IDFM:41405,2,376
IDFM:41978,IDFM:37884,2,251
IDFM:monomodalStopPlace:474205,IDFM:13170,2,234
IDFM:monomodalStopPlace:473175,IDFM:12759,2,363
IDFM:19178,IDFM:19572,2,306
IDFM:5094,IDFM:5095,2,96
IDFM:420859,IDFM:8384,2,329
IDFM:464023,IDFM:492275,2,349
IDFM:36787,IDFM:23731,2,617
IDFM:18210,IDFM:25661,2,224
IDFM:18304,IDFM:35752,2,60
IDFM:20753,IDFM:20752,2,367
IDFM:27810,IDFM:493358,2,156
IDFM:2759,IDFM:19665,2,293
IDFM:40853,IDFM:28918,2,197
IDFM:38127,IDFM:19388,2,140
IDFM:490496,IDFM:13624,2,60
IDFM:9053,IDFM:9050,2,98
IDFM:3568,IDFM:18196,2,246
IDFM:463019,IDFM:36553,2,249
IDFM:26769,IDFM:22197,2,326
IDFM:33542,IDFM:3819,2,308
IDFM:462661,IDFM:426155,2,116
IDFM:28359,IDFM:28364,2,280
IDFM:463026,IDFM:22365,2,2
IDFM:26666,IDFM:26668,2,60
IDFM:419783,IDFM:483829,2,60
IDFM:28424,IDFM:462950,2,301
IDFM:monomodalStopPlace:462743,IDFM:494600,2,5
IDFM:29593,IDFM:29594,2,253
IDFM:32102,IDFM:34438,2,349
IDFM:482426,IDFM:426435,2,377
IDFM:426492,IDFM:426494,2,267
IDFM:28984,IDFM:472102,2,354
IDFM:24276,IDFM:25837,2,322
IDFM:33880,IDFM:33903,2,222
IDFM:28003,IDFM:490972,2,235
IDFM:30936,IDFM:30837,2,176
IDFM:28264,IDFM:22637,2,317
IDFM:8348,IDFM:monomodalStopPlace:43078,2,368
IDFM:415296,IDFM:28872,2,60
IDFM:15288,IDFM:16701,2,379
IDFM:7833,IDFM:41984,2,60
IDFM:24676,IDFM:40770,2,320
IDFM:26763,IDFM:22050,2,310
IDFM:33468,IDFM:33246,2,60
IDFM:22887,IDFM:12071,2,186
IDFM:15877,IDFM:15827,2,164
IDFM:471905,IDFM:472051,2,24
IDFM:482571,IDFM:482568,2,60
IDFM:21106,IDFM:21097,2,60
IDFM:3207,IDFM:monomodalStopPlace:473338,2,331
IDFM:480423,IDFM:3523,2,312
IDFM:488463,IDFM:483313,2,284
IDFM:24387,IDFM:413380,2,149
IDFM:29026,IDFM:421203,2,316
IDFM:494305,IDFM:39931,2,302
IDFM:463306,IDFM:492273,2,205
IDFM:495054,IDFM:16953,2,365
IDFM:40411,IDFM:40413,2,375
IDFM:16844,IDFM:16846,2,60
IDFM:24684,IDFM:37707,2,261
IDFM:22386,IDFM:37119,2,343
IDFM:492321,IDFM:426400,2,269
IDFM:36926,IDFM:463163,2,278
IDFM:22059,IDFM:24772,2,312
IDFM:5078,IDFM:420619,2,355
IDFM:41840,IDFM:8190,2,375
IDFM:2726,IDFM:420741,2,134
IDFM:25961,IDFM:22016,2,236
IDFM:411599,IDFM:472026,2,78
IDFM:monomodalStopPlace:46731,IDFM:40564,2,381
IDFM:17213,IDFM:17392,2,268
IDFM:486847,IDFM:12164,2,72
IDFM:463235,IDFM:10192,2,190
IDFM:38260,IDFM:422943,2,158
IDFM:20107,IDFM:20108,2,60
IDFM:26814,IDFM:415108,2,160
IDFM:427372,IDFM:484709,2,223
IDFM:16989,IDFM:17008,2,248
IDFM:30477,IDFM:30497,2,166
IDFM:11923,IDFM:11774,2,326
IDFM:462997,IDFM:27106,2,265
IDFM:monomodalStopPlace:473278,IDFM:4966,2,193
IDFM:426512,IDFM:38779,2,355
IDFM:34088,IDFM:33940,2,60
IDFM:3253,IDFM:3244,2,271
IDFM:37523,IDFM:413360,2,274
IDFM:485719,IDFM:11790,2,126
IDFM:31944,IDFM:31959,2,60
IDFM:5180,IDFM:486528,2,85
IDFM:25153,IDFM:491737,2,252
IDFM:23542,IDFM:23541,2,186
IDFM:21508,IDFM:21506,2,358
IDFM:32370,IDFM:32371,2,60
IDFM:4217,IDFM:20258,2,285
IDFM:23253,IDFM:23252,2,325
IDFM:23503,IDFM:23499,2,260
IDFM:36278,IDFM:493927,2,69
IDFM:25925,IDFM:41699,2,198
IDFM:29963,IDFM:463570,2,370
IDFM:26766,IDFM:22024,2,437
IDFM:420286,IDFM:19775,2,326
IDFM:29759,IDFM:29749,2,60
IDFM:462971,IDFM:21964,2,297
IDFM:480853,IDFM:33471,2,177
IDFM:34998,IDFM:478356,2,314
IDFM:37464,IDFM:26332,2,60
IDFM:419405,IDFM:494082,2,60
IDFM:2573,IDFM:422887,2,327
IDFM:419385,IDFM:11655,2,60
IDFM:491262,IDFM:37783,2,127
IDFM:26018,IDFM:26017,2,110
IDFM:472777,IDFM:monomodalStopPlace:472778,2,12
IDFM:463635,IDFM:463117,2,336
IDFM:22030,IDFM:480944,2,252
IDFM:40332,IDFM:22965,2,291
IDFM:492780,IDFM:22965,2,219
IDFM:493446,IDFM:29359,2,275
IDFM:37539,IDFM:463160,2,365
IDFM:19851,IDFM:493641,2,60
IDFM:36929,IDFM:36294,2,376
IDFM:476963,IDFM:32866,2,102
IDFM:11806,IDFM:11998,2,288
IDFM:42113,IDFM:426609,2,80
IDFM:20153,IDFM:20147,2,338
IDFM:4436,IDFM:20952,2,279
IDFM:28874,IDFM:38081,2,60
IDFM:483442,IDFM:463160,2,294
IDFM:19301,IDFM:18906,2,301
IDFM:25007,IDFM:29123,2,337
IDFM:14375,IDFM:14348,2,329
IDFM:9555,IDFM:23760,2,376
IDFM:472961,IDFM:472950,2,20
IDFM:483647,IDFM:35581,2,296
IDFM:19120,IDFM:18831,2,60
IDFM:478411,IDFM:8256,2,122
IDFM:23059,IDFM:477125,2,60
IDFM:35007,IDFM:35002,2,263
IDFM:27328,IDFM:27214,2,238
IDFM:470705,IDFM:8110,2,240
IDFM:21369,IDFM:21447,2,239
IDFM:4940,IDFM:11134,2,366
IDFM:426040,IDFM:25471,2,94
IDFM:413421,IDFM:425853,2,378
IDFM:17915,IDFM:12456,2,240
IDFM:39982,IDFM:36312,2,215
IDFM:485770,IDFM:485775,2,322
