route_id,route_short_name,route_type,route_color
IDFM:C01875,30-48,3,3FB498
IDFM:C00101,4324,3,FF1400
IDFM:C00103,4510,3,D2D200
IDFM:C00692,6201,3,FF1400
IDFM:C00225,2176,3,6E491E
IDFM:C00226,R117,3,F4A8BC
IDFM:C00541,5194,3,A50034
IDFM:C00211,33,3,4F91CD
IDFM:C00754,7822,3,3C91DC
IDFM:C00443,30-10,3,00AAD2
IDFM:C01331,TILLBUS,3,C5A3CA
IDFM:C01866,2124,3,D282BE
IDFM:C00261,VITAVIL,3,F28F42
IDFM:C00262,2377,3,00814F
IDFM:C02089,3128,3,640082
IDFM:C02225,1255,3,F78F4B
IDFM:C01303,356,3,FF5A00
IDFM:C01304,360,3,D2D200
IDFM:C00218,1347,3,82DC73
IDFM:C00229,R2,3,F28F42
IDFM:C00230,R3,3,F5A05F
IDFM:C00787,3405,3,77B5FE
IDFM:C00793,3401,3,FF1400
IDFM:C00231,R4,3,98D0C1
IDFM:C00233,R6,3,98D4E2
IDFM:C00274,6512,3,FF82B4
IDFM:C00285,6536,3,D2D200
IDFM:C00286,6510,3,A0006E
IDFM:C00288,5437,3,FFCC30
IDFM:C00426,7818,3,3C91DC
IDFM:C00466,30-42,3,E0A0C8
IDFM:C00671,4539,3,A0006E
IDFM:C00689,9115,3,3C91DC
IDFM:C00437,30-05,3,1D1D1B
IDFM:C00691,4503,3,82C8E6
IDFM:C00476,95-20,3,57AADF
IDFM:C02036,2402,3,0055C8
IDFM:C00085,438,3,00A092
IDFM:C00727,5465,3,8AD3DE
IDFM:C00758,5489,3,006FB6
IDFM:C01282,319,3,00643C
IDFM:C01095,58,3,00643C
IDFM:C01098,62,3,6E5B1E
IDFM:C01099,63,3,D2D200
IDFM:C01102,66,3,00643C
IDFM:C01114,82,3,FF5A00
IDFM:C00090,4501,3,82C8E6
IDFM:C00092,4305,3,A0006E
IDFM:C01120,88,3,D2D200
IDFM:C01121,89,3,82C8E6
IDFM:C00556,435,3,FF5A00
IDFM:C01134,105,3,FF5A00
IDFM:C01135,106,3,FF1400
IDFM:C01136,107,3,FF82B4
IDFM:C01072,20,3,FF5A00
IDFM:C00557,436,3,0055C8
IDFM:C00555,434,3,FFBE00
IDFM:C00869,3735,3,FF82B4
IDFM:C01512,3249,3,6E6E00
IDFM:C00610,23,3,E3051B
IDFM:C00912,2312,3,B1D0B7
IDFM:C00761,5458,3,7AC597
IDFM:C00772,1201,3,B80C4B
IDFM:C00773,1237,3,8E6539
IDFM:C01518,3207,3,82DC73
IDFM:C01950,4532,3,0055C8
IDFM:C01519,3209,3,82C8E6
IDFM:C01951,7812,3,3C91DC
IDFM:C01952,5349,3,FF5A00
IDFM:C01953,5249,3,FF5A00
IDFM:C01954,5259,3,FF82B4
IDFM:C01955,5379,3,82C8E6
IDFM:C00900,2306,3,722671
IDFM:C00484,3801,3,FECA2B
IDFM:C00815,34,3,3C91DC
IDFM:C01957,5216,3,00A092
IDFM:C01958,3531,3,FF82B4
IDFM:C01959,3532,3,640082
IDFM:C00975,4401,3,E3B32A
IDFM:C01137,108,3,FF82B4
IDFM:C01142,113,3,FF1400
IDFM:C01144,115,3,00643C
IDFM:C01145,116,3,82C8E6
IDFM:C00875,3604,3,FF1400
IDFM:C00753,7821,3,3C91DC
IDFM:C01292,340,3,DC9600
IDFM:C01294,341,3,FFBE00
IDFM:C01520,TàD 3209,3,FFBE00
IDFM:C00977,4407,3,9B993B
IDFM:C00982,4403,3,5291CE
IDFM:C01150,121,3,FF1400
IDFM:C01151,122,3,D282BE
IDFM:C01152,123,3,00643C
IDFM:C01153,124,3,FF82B4
IDFM:C01544,Selected,3,1AC7FF
IDFM:C01154,125,3,0055C8
IDFM:C01155,126,3,82C8E6
IDFM:C02035,2401,3,FF1400
IDFM:C01157,128,3,6E5B1E
IDFM:C01158,129,3,6E6E00
IDFM:C01159,131,3,6E5B1E
IDFM:C00247,2103,3,82C8E6
IDFM:C00246,2102,3,6E491E
IDFM:C00836,7715,3,3C91DC
IDFM:C00248,2104,3,FF5A00
IDFM:C01160,132,3,640082
IDFM:C01161,133,3,82DC73
IDFM:C01429,Filéo OTH,3,B80B4B
IDFM:C01431,Filéo SAR,3,006DB8
IDFM:C01171,146,3,D282BE
IDFM:C01172,147,3,FF1400
IDFM:C01182,159,3,640082
IDFM:C01183,160,3,00643C
IDFM:C01184,162,3,0055C8
IDFM:C01187,165,3,FF5A00
IDFM:C00821,3534,3,82C8E6
IDFM:C00824,3510,3,FF82B4
IDFM:C01188,166,3,640082
IDFM:C01244,252,3,FF0000
IDFM:C01189,167,3,82DC73
IDFM:C01217,197,3,FF1400
IDFM:C01218,199,3,D2D200
IDFM:C01220,203,3,FF82B4
IDFM:C01221,206,3,6E491E
IDFM:C01226,212,3,82C8E6
IDFM:C01227,213,3,6E6E00
IDFM:C01230,216,3,FF1400
IDFM:C01231,217,3,640082
IDFM:C01193,172,3,00643C
IDFM:C01330,BIEVRES,3,BB4D98
IDFM:C00442,30-09,3,FFBE00
IDFM:C00830,3536,3,00643C
IDFM:C01256,275,3,FFBE00
IDFM:C01453,3241,3,FF82B4
IDFM:C01454,3243,3,FF82B4
IDFM:C01673,4583,3,6E6E00
IDFM:C01455,3244,3,FF82B4
IDFM:C01456,3201,3,00A092
IDFM:C01464,3202,3,0055C8
IDFM:C01224,210,3,FFBE00
IDFM:C00880,3603,3,FF82B4
IDFM:C00881,3601,3,FF5A00
IDFM:C00882,3605,3,00643C
IDFM:C00883,3606,3,82DC73
IDFM:C01468,3253,3,82DC73
IDFM:C02287,3425,3,82DC73
IDFM:C01469,3260,3,82C8E6
IDFM:C01689,6184,3,640082
IDFM:C01140,111,3,D282BE
IDFM:C01690,6179,3,6E6E00
IDFM:C01506,3218,3,A50034
IDFM:C01531,5106,3,A0006E
IDFM:C01999,T11,0,FF5A00
IDFM:C01533,5144,3,FF82B4
IDFM:C02288,193,3,996633
IDFM:C02031,3514,3,FFBE00
IDFM:C02032,3547,3,FFBE00
IDFM:C00236,R111,3,F5A05F
IDFM:C00102,4325,3,6E491E
IDFM:C00234,R7,3,B397C7
IDFM:C00235,R110,3,B28E64
IDFM:C00237,R112,3,B90745
IDFM:C00238,R113,3,E3051B
IDFM:C00946,2361,3,CBDC4F
IDFM:C00303,18,3,0055C8
IDFM:C01448,3430,3,00A092
IDFM:C02030,Soir,3,662583
IDFM:C02033,1349,3,FF5A00
IDFM:C00757,5448,3,8D653D
IDFM:C00239,R104,3,97B6E0
IDFM:C00240,R105,3,97D4E2
IDFM:C00241,R106,3,662483
IDFM:C00242,R107,3,B43D88
IDFM:C00243,R108,3,F4A8BC
IDFM:C00244,R109,3,CEACD2
IDFM:C00436,1353,3,A50034
IDFM:C00446,1518,3,F49FB3
IDFM:C01900,P'TIT BUS,3,D20D44
IDFM:C01315,389,3,0055C8
IDFM:C00844,3753,3,00643C
IDFM:C00845,3711,3,640082
IDFM:C00846,3712,3,FF1400
IDFM:C00847,3713,3,00643C
IDFM:C01450,3433,3,FFBE00
IDFM:C01489,6216,3,640082
IDFM:C01491,37,3,FF8C57
IDFM:C01691,6180,3,6E6E00
IDFM:C01538,5145,3,D2D200
IDFM:C02049,3021Ouest,3,EF844E
IDFM:C02039,4580,3,82C8E6
IDFM:C00531,5278,3,FF1400
IDFM:C00533,5340,3,A0006E
IDFM:C01693,6182,3,00A092
IDFM:C00949,2311,3,6FA8DC
IDFM:C00957,2307,3,CEACD2
IDFM:C00958,2304,3,A50034
IDFM:C00959,2309,3,0B5394
IDFM:C01718,5253,3,006DB8
IDFM:C01175,151,3,A0006E
IDFM:C02204,7802,3,3C91DC
IDFM:C00488,5232,3,A0006E
IDFM:C02201,9111,3,3C91DC
IDFM:C01622,4202,3,82C8E6
IDFM:C01173,148,3,6E491E
IDFM:C00018,3119,3,FF1400
IDFM:C00159,R2S,3,0055C8
IDFM:C00086,4511,3,FF1400
IDFM:C00087,4512,3,FFBE00
IDFM:C00144,8,3,EA9999
IDFM:C01174,150,3,FF82B4
IDFM:C01176,152,3,FF1400
IDFM:C01313,385,3,DC9600
IDFM:C01663,4502,3,A50034
IDFM:C01664,3203,3,FF1400
IDFM:C02205,PC,3,0055C8
IDFM:C00204,2123,3,FF1400
IDFM:C00213,39,3,F28F42
IDFM:C01646,N161,3,82DC73
IDFM:C00017,3118,3,0055C8
IDFM:C00167,4461,3,BB4B9B
IDFM:C00489,5313,3,0055C8
IDFM:C00214,43,3,C04191
IDFM:C00494,5252,3,CEC92B
IDFM:C01695,247,3,FF5A00
IDFM:C01696,248,3,D282BE
IDFM:C01354,TUC,3,F4C931
IDFM:C01357,CLAM,3,F4C931
IDFM:C01359,V3,3,CDC83F
IDFM:C01360,CHOISYBUS,3,DFB039
IDFM:C01361,V2,3,DF9AB1
IDFM:C01362,V5,3,328E5B
IDFM:C00189,1,3,00814F
IDFM:C01305,361,3,0055C8
IDFM:C01306,366,3,0055C8
IDFM:C01307,367,3,FFBE00
IDFM:C00026,3147,3,DC9600
IDFM:C00141,1130,3,640082
IDFM:C00252,2109,3,DC9600
IDFM:C00451,30-22,3,8FC4EB
IDFM:C00460,30-33,3,009FE3
IDFM:C00462,1316,3,00643C
IDFM:C01308,368,3,D2D200
IDFM:C01708,4436,3,F78F4B
IDFM:C00500,5347,3,6E6E00
IDFM:C01779,2171,3,DC9600
IDFM:C00674,4643,3,0065AE
IDFM:C00675,4641,3,F19043
IDFM:C01405,N45,3,FFBE00
IDFM:C00677,4543,3,D282BE
IDFM:C01428,5410,3,EB2132
IDFM:C01780,THIAIS,3,3C91DC
IDFM:C00678,4537,3,FF1400
IDFM:C00057,5209,3,82C8E6
IDFM:C00060,5213,3,FF82B4
IDFM:C00061,5116,3,FF82B4
IDFM:C00062,7806,3,3C91DC
IDFM:C01083,38,3,0055C8
IDFM:C01793,5198,3,82DC73
IDFM:C01794,T6,0,FF0000
IDFM:C00106,6521,3,DC9600
IDFM:C00107,6522,3,6E491E
IDFM:C00380,4277,3,82C8E6
IDFM:C00126,5299,3,640082
IDFM:C00311,503,3,FF8C57
IDFM:C00546,3101,3,82DC73
IDFM:C01795,T8,0,6E6E00
IDFM:C00084,437,3,82DC73
IDFM:C01872,6243,3,D2D200
IDFM:C01801,2113,3,FFBE00
IDFM:C00506,5283,3,FF5A00
IDFM:C01073,21,3,82DC73
IDFM:C01074,22,3,00643C
IDFM:C01075,24,3,A0006E
IDFM:C01871,5111,3,82C8E6
IDFM:C00083,4553,3,FF1400
IDFM:C01096,60,3,FF1400
IDFM:C01097,61,3,00643C
IDFM:C00304,1511,3,006FB6
IDFM:C00509,5286,3,6E491E
IDFM:C00666,4505,3,0055C8
IDFM:C01122,91,3,DC9600
IDFM:C00510,5287,3,D2D200
IDFM:C01123,92,3,FFBE00
IDFM:C00511,5291,3,6E6E00
IDFM:C01870,5115,3,00643C
IDFM:C00413,5117,3,00A092
IDFM:C00512,5292,3,00643C
IDFM:C01124,93,3,82DC73
IDFM:C00232,R5,3,FECE00
IDFM:C00115,6593,3,82DC73
IDFM:C00962,4551,3,3C91DC
IDFM:C00963,4552,3,FF1400
IDFM:C00116,6533,3,00643C
IDFM:C00789,3441,3,82DC73
IDFM:C00790,3442,3,A0006E
IDFM:C00923,2421,3,A0006E
IDFM:C01435,3301,3,B80C4B
IDFM:C00145,9,3,D282BE
IDFM:C00119,5341,3,0055C8
IDFM:C00120,5442,3,9B9842
IDFM:C00121,5443,3,5091CB
IDFM:C00122,6283,3,640082
IDFM:C00124,5270,3,FF5A00
IDFM:C00125,5271,3,D2D200
IDFM:C00791,3444,3,00643C
IDFM:C00792,3445,3,A50034
IDFM:C00813,3443,3,D2D200
IDFM:C00150,15,3,B6D7A8
IDFM:C00153,18s,3,FBE800
IDFM:C00513,5293,3,82DC73
IDFM:C00514,5294,3,00A092
IDFM:C00782,1232,3,008C5A
IDFM:C00778,1208,3,00B397
IDFM:C00783,1228,3,87D3DF
IDFM:C00784,1241,3,BB4B9B
IDFM:C00785,1242,3,B80C4B
IDFM:C02304,ChavilBus,3,652D91
IDFM:C00523,5228,3,82DC73
IDFM:C00524,5236,3,BB4B9B
IDFM:C00525,6176,3,FF82B4
IDFM:C00969,4438,3,BE418E
IDFM:C00151,7816,3,3C91DC
IDFM:C00530,6163,3,D282BE
IDFM:C00209,32,3,00814F
IDFM:C01975,4430,3,98D4E2
IDFM:C01976,4431,3,E3B32A
IDFM:C01977,4432,3,00A88F
IDFM:C01978,4433,3,D5C900
IDFM:C02007,168,3,82C8E6
IDFM:C02008,353,3,D2D200
IDFM:C00281,6503,3,6E491E
IDFM:C01432,Filéo GSV,3,CEC92B
IDFM:C01433,Filéo VLB,3,F69FB3
IDFM:C02027,260,3,FFBE00
IDFM:C02057,4406,3,CEADD2
IDFM:C00093,4634,3,19FF99
IDFM:C00094,4515,3,82DC73
IDFM:C00097,4442,3,ED1C2A
IDFM:C00098,4441,3,8D5E2A
IDFM:C00673,4650,3,007E49
IDFM:C00178,5225,3,A0006E
IDFM:C00179,5226,3,A50034
IDFM:C00180,5269,3,ED1C2A
IDFM:C00425,6241,3,FF5A00
IDFM:C02164,34,3,9BCDA4
IDFM:C02165,11.5,3,CEACD2
IDFM:C02166,12 ZI,3,5191CD
IDFM:C02167,1352,3,A0006E
IDFM:C02168,1354,3,D282BE
IDFM:C02169,5114,3,D282BE
IDFM:C00480,CitéVal N,3,F08B27
IDFM:C02216,5123,3,6E6E00
IDFM:C02217,5124,3,D2D200
IDFM:C02226,1204,3,008C5A
IDFM:C02218,5125,3,82C8E6
IDFM:C01314,388,3,FFBE00
IDFM:C01316,390,3,82C8E6
IDFM:C00197,15,3,0064B0
IDFM:C00198,2116,3,A0006E
IDFM:C01148,119,3,FFBE00
IDFM:C00201,2119,3,82DC73
IDFM:C01192,171,3,FF1400
IDFM:C01228,214,3,D282BE
IDFM:C00902,2303,3,DE7FB2
IDFM:C00899,2335,3,5EB1E3
IDFM:C00280,6532,3,640082
IDFM:C00563,CDG VAL,0,5CC5ED
IDFM:C00410,5324,3,0055C8
IDFM:C01648,N133,3,FFBE00
IDFM:C00414,5214,3,82C8E6
IDFM:C00668,4517,3,00643C
IDFM:C01272,301,3,D2D200
IDFM:C01107,72,3,FF1400
IDFM:C01108,73,3,6E491E
IDFM:C01629,4218,3,82DC73
IDFM:C01630,4219,3,FF5A00
IDFM:C01126,95,3,640082
IDFM:C01268,294,3,D282BE
IDFM:C01679,T3b,0,00643C
IDFM:C01680,35,3,82DC73
IDFM:C00626,2222,3,00643C
IDFM:C00627,2223,3,A0006E
IDFM:C00301,1512,3,FFCC30
IDFM:C00628,2225,3,FF1400
IDFM:C02170,5113,3,6E6E00
IDFM:C02171,5183,3,FF1400
IDFM:C02172,5184,3,00A092
IDFM:C00633,2253,3,FFBE00
IDFM:C02173,5185,3,FFBE00
IDFM:C02174,5186,3,DC9600
IDFM:C02175,5187,3,82DC73
IDFM:C02179,A01 PPM,3,0000CC
IDFM:C01700,6164,3,3C91DC
IDFM:C01701,6161,3,FF5A00
IDFM:C01200,179,3,00643C
IDFM:C01461,3250,3,82C8E6
IDFM:C00641,6527,3,D282BE
IDFM:C01087,46,3,D2D200
IDFM:C01088,47,3,FF82B4
IDFM:C01089,48,3,0055C8
IDFM:C01090,52,3,82C8E6
IDFM:C01092,54,3,82C8E6
IDFM:C01202,181,3,6E5B1E
IDFM:C01203,182,3,A0006E
IDFM:C01204,183,3,FF1400
IDFM:C01205,184,3,DC9600
IDFM:C01467,3252,3,82DC73
IDFM:C01206,185,3,FF5A00
IDFM:C01207,186,3,A0006E
IDFM:C01241,249,3,D2D200
IDFM:C01332,BATIGNO,3,67328E
IDFM:C01333,NEY-FLA,3,C5A3CA
IDFM:C01334,520,3,00643C
IDFM:C01082,32,3,6E6E00
IDFM:C01342,TUB,3,8E6538
IDFM:C01345,559,3,FFBE00
IDFM:C01347,V4,3,67328E
IDFM:C01539,5103,3,A0006E
IDFM:C01352,TIM,3,89C7D6
IDFM:C01353,SUBB N,3,8E6538
IDFM:C01363,V7,3,D35E3C
IDFM:C01365,TUVIM CV,3,FF1400
IDFM:C01391,T3a,0,FF5A00
IDFM:C01116,84,3,D282BE
IDFM:C01117,85,3,6E491E
IDFM:C01118,86,3,FF1400
IDFM:C01119,87,3,640082
IDFM:C01141,112,3,FF5A00
IDFM:C01143,114,3,82DC73
IDFM:C01481,426,3,6E491E
IDFM:C01485,459,3,FF1400
IDFM:C01508,3212,3,D282BE
IDFM:C01311,378,3,00643C
IDFM:C01526,5122,3,82DC73
IDFM:C01545,CDG,3,3BB2FF
IDFM:C01546,Orly,3,3BB2FF
IDFM:C01548,701,3,0A0082
IDFM:C00251,2108,3,D2D200
IDFM:C01773,6534,3,D282BE
IDFM:C01774,T7,0,6E491E
IDFM:C01808,254,3,82DC73
IDFM:C00594,429,3,FF82B4
IDFM:C01810,9118,3,3C91DC
IDFM:C01811,4306,3,D282BE
IDFM:C01812,4316,3,640082
IDFM:C01815,32 ZA,3,E3B229
IDFM:C00423,5206,3,FFBE00
IDFM:C01816,R114,3,FECE00
IDFM:C01821,486,3,00643C
IDFM:C02072,2415,3,0055C8
IDFM:C02040,CitéVal C,3,E5377D
IDFM:C01177,153,3,00643C
IDFM:C01180,157,3,A0006E
IDFM:C00681,4538,3,82C8E6
IDFM:C01133,104,3,FF1400
IDFM:C00194,1312,3,6E491E
IDFM:C01190,169,3,82DC73
IDFM:C01219,201,3,6E491E
IDFM:C01229,215,3,82DC73
IDFM:C00515,5279,3,FF5A00
IDFM:C00516,5242,3,6E491E
IDFM:C00275,6570,3,DC9600
IDFM:C01711,4642,3,D6C900
IDFM:C01712,Filéo SF,3,FECE00
IDFM:C01356,RIVER,3,DE8B53
IDFM:C00649,6537,3,0055C8
IDFM:C00651,6518,3,A0006E
IDFM:C01802,1516,3,EB2132
IDFM:C00652,7808,3,3C91DC
IDFM:C00728,5424,3,B94E9A
IDFM:C01232,220,3,A0006E
IDFM:C01233,221,3,FF82B4
IDFM:C02162,5436,3,F49FB3
IDFM:C01236,237,3,D282BE
IDFM:C01234,234,3,FF5A00
IDFM:C01235,235,3,FFBE00
IDFM:C01237,238,3,FF82B4
IDFM:C01238,239,3,A0006E
IDFM:C00295,4,3,82DC73
IDFM:C00819,3503,3,D282BE
IDFM:C00297,8,3,6E491E
IDFM:C00298,9,3,FF1400
IDFM:C00517,5281,3,DC9600
IDFM:C01452,3240,3,FF82B4
IDFM:C01459,3256,3,D282BE
IDFM:C00518,5330,3,FF1400
IDFM:C00276,5323,3,D282BE
IDFM:C01692,6181,3,00A092
IDFM:C00279,5295,3,FF82B4
IDFM:C02161,5431,3,B6134C
IDFM:C00310,502,3,FF8C94
IDFM:C01620,4241,3,0055C8
IDFM:C01181,158,3,FF5A00
IDFM:C01199,178,3,0055C8
IDFM:C00532,7807,3,3C91DC
IDFM:C00309,501,3,FFBE00
IDFM:C00554,433,3,3C91DC
IDFM:C01792,N2,3,6CA513
IDFM:C00736,5478,3,7AC597
IDFM:C01956,4220,3,00643C
IDFM:C00737,5479,3,F49FB3
IDFM:C00738,5480,3,C4A4CC
IDFM:C01281,318,3,0055C8
IDFM:C00196,1314,3,640082
IDFM:C00205,30 B,3,97D4E2
IDFM:C00206,30 D,3,9C9A3E
IDFM:C00207,R8,3,F4A8BC
IDFM:C00740,5422,3,8AD3DE
IDFM:C01570,4122,3,0055C8
IDFM:C01571,5154,3,FFBE00
IDFM:C00744,5482,3,00B297
IDFM:C00747,5457,3,DFAF47
IDFM:C00748,5451,3,F58F53
IDFM:C00798,Ex46,3,4D90CD
IDFM:C00799,3439,3,00643C
IDFM:C00822,3540,3,6E6E00
IDFM:C00749,5452,3,DFAF47
IDFM:C00751,5469,3,DFAF47
IDFM:C00752,5470,3,FFCC30
IDFM:C00826,3515,3,82C8E6
IDFM:C00401,5315,3,6E491E
IDFM:C00408,6211,3,00643C
IDFM:C00208,31,3,E3051B
IDFM:C00609,22,3,FECE00
IDFM:C00409,5312,3,A0006E
IDFM:C01317,391,3,D2D200
IDFM:C01320,395,3,0055C8
IDFM:C01383,13,1,82C8E6
IDFM:C01321,396,3,D2D200
IDFM:C00477,95-21,3,D4A677
IDFM:C01385,FUN,7,AFAFAF
IDFM:C00788,3406,3,A0006E
IDFM:C00104,4326,3,A0006E
IDFM:C00481,CitéVal S,3,00538D
IDFM:C00562,N1,3,DF3A82
IDFM:C01283,320,3,FFBE00
IDFM:C01286,322,3,82C8E6
IDFM:C00794,3404,3,82DC73
IDFM:C00796,3403,3,FF5A00
IDFM:C00797,3412,3,FF5A00
IDFM:C00803,3106,3,DC9600
IDFM:C00600,4152,3,D282BE
IDFM:C00598,4130,3,82C8E6
IDFM:C00613,24 S,3,5191CD
IDFM:C00760,5491,3,EB2132
IDFM:C00606,1303,3,D2D200
IDFM:C00607,1309,3,FFBE00
IDFM:C01004,3550,3,00A092
IDFM:C01005,3556,3,6E491E
IDFM:C01006,3557,3,640082
IDFM:C01287,323,3,D2D200
IDFM:C00612,24,3,0064B0
IDFM:C00615,35,3,97D4E2
IDFM:C00616,36,3,C04191
IDFM:C00814,3665,3,5A230A
IDFM:C00643,6571,3,FF1400
IDFM:C00644,6543,3,FFBE00
IDFM:C00617,37,3,09A88E
IDFM:C00624,3117,3,D282BE
IDFM:C01288,325,3,82C8E6
IDFM:C00611,25,3,B90745
IDFM:C01289,330,3,FFBE00
IDFM:C00837,3751,3,640082
IDFM:C00656,2128,3,00643C
IDFM:C00658,2130,3,D2D200
IDFM:C00659,2120,3,0055C8
IDFM:C00660,2169,3,FFBE00
IDFM:C00662,4540,3,82C8E6
IDFM:C00663,4541,3,FF1400
IDFM:C00601,4153,3,FF82B4
IDFM:C00665,4205,3,82C8E6
IDFM:C01600,5402,3,006FB6
IDFM:C00667,4516,3,FFBE00
IDFM:C00818,3431,3,6E491E
IDFM:C00828,3437,3,FF5A00
IDFM:C00838,3755,3,FF82B4
IDFM:C00842,3775,3,6E491E
IDFM:C00843,3703,3,FFBE00
IDFM:C01008,3458,3,82C8E6
IDFM:C01011,3455,3,A50034
IDFM:C01012,3454,3,0A0082
IDFM:C01013,4341,3,FF1400
IDFM:C00764,1206,3,78C696
IDFM:C00766,1238,3,ED1C2A
IDFM:C00767,1239,3,CEC92B
IDFM:C00768,1240,3,006DB8
IDFM:C01014,4342,3,FFBE00
IDFM:C01295,346,3,D2D200
IDFM:C00827,3518,3,FF5A00
IDFM:C00831,3544,3,FF1400
IDFM:C00833,3502,3,82DC73
IDFM:C00473,95-19,3,00904A
IDFM:C01299,351,3,F1C232
IDFM:C01302,355,3,640082
IDFM:C00411,7815,3,3C91DC
IDFM:C00271,6591,3,FFBE00
IDFM:C00272,6517,3,FFBE00
IDFM:C00885,3610,3,6E6E00
IDFM:C00887,3612,3,D282BE
IDFM:C00938,2353,3,6FA8DC
IDFM:C00939,2354,3,A38C57
IDFM:C00898,2315,3,6FA8DC
IDFM:C00901,2374,3,FBD804
IDFM:C00903,2262,3,82DC73
IDFM:C00905,2412,3,6E491E
IDFM:C00906,2413,3,DC9600
IDFM:C00907,2414,3,D282BE
IDFM:C00908,2310,3,F1C232
IDFM:C00947,7712,3,3C91DC
IDFM:C00850,3734,3,FF5A00
IDFM:C00851,3736,3,FFBE00
IDFM:C00852,3737,3,82C8E6
IDFM:C00853,3741,3,640082
IDFM:C00454,6576,3,640082
IDFM:C01318,393,3,82C8E6
IDFM:C01319,394,3,640082
IDFM:C00019,3123,3,FFBE00
IDFM:C00953,2302,3,FBD804
IDFM:C00951,2474,3,00A092
IDFM:C00954,2301,3,EF4038
IDFM:C00948,2317,3,7AC597
IDFM:C00964,4582,3,00643C
IDFM:C00965,4576,3,D2D200
IDFM:C00073,4608,3,E7A3BF
IDFM:C00966,4578,3,D282BE
IDFM:C00967,4439,3,F3A4BA
IDFM:C00629,2226,3,0055C8
IDFM:C00630,2229,3,00643C
IDFM:C00839,3754,3,FF5A00
IDFM:C00840,3779,3,82DC73
IDFM:C00455,30-28,3,BFB007
IDFM:C00456,1351,3,FF82B4
IDFM:C00458,30-31,3,CC3089
IDFM:C00952,2476,3,FFBE00
IDFM:C00960,7708,3,3C91DC
IDFM:C00961,7709,3,3C91DC
IDFM:C00987,4232,3,FF5A00
IDFM:C00983,4405,3,F3A4BA
IDFM:C00984,4409,3,98D4E2
IDFM:C00986,4271,3,82DC73
IDFM:C00989,4275,3,FF1400
IDFM:C00990,4276,3,0055C8
IDFM:C02059,27,3,F69FB3
IDFM:C02065,4581,3,82C8E6
IDFM:C02066,4416,3,8D5E2A
IDFM:C02207,2475,3,A50034
IDFM:C02209,3659,3,D282BE
IDFM:C02067,4417,3,83C491
IDFM:C00074,4601,3,CF2939
IDFM:C01374,4,1,A0006E
IDFM:C01375,5,1,FF5A00
IDFM:C01376,6,1,82DC73
IDFM:C01378,8,1,D282BE
IDFM:C01379,9,1,D2D200
IDFM:C01380,10,1,DC9600
IDFM:C01382,12,1,00643C
IDFM:C01381,11,1,6E491E
IDFM:C02079,2473,3,DC9600
IDFM:C02087,3134,3,FF5A00
IDFM:C02088,3129,3,DC9600
IDFM:C00854,3742,3,FF1400
IDFM:C00270,6540,3,82DC73
IDFM:C01542,5151,3,00643C
IDFM:C00267,6531,3,DC9600
IDFM:C02244,45,3,FF82B4
IDFM:C01389,T1,0,0055C8
IDFM:C02112,444,3,D2D200
IDFM:C02111,443,3,6E6E00
IDFM:C02086,1225,3,C5A3CD
IDFM:C01390,T2,0,A0006E
IDFM:C01077,27,3,FF5A00
IDFM:C00465,1519,3,5091CB
IDFM:C02233,2348,3,D3C90D
IDFM:C02243,25,3,FF1400
IDFM:C02245,59,3,DC9600
IDFM:C02246,71,3,6E491E
IDFM:C02251,77,3,0055C8
IDFM:C02254,40,3,82C8E6
IDFM:C02255,Soir,3,662583
IDFM:C01048,2465,3,FF82B4
IDFM:C02257,95-29,3,F39000
IDFM:C02258,3440,3,A50034
IDFM:C02264,20,3,8CAD08
IDFM:C00394,1102,3,82DC73
IDFM:C00399,1113,3,6E491E
IDFM:C00400,1317,3,FF82B4
IDFM:C00459,30-32,3,008866
IDFM:C00461,30-34,3,E8BB00
IDFM:C00502,5359,3,FF1400
IDFM:C01625,4246,3,6E6E00
IDFM:C00679,4542,3,00643C
IDFM:C01427,5,3,00B8E0
IDFM:C01786,1112,3,F28E4E
IDFM:C00820,3530,3,FF1400
IDFM:C02078,2472,3,FFBE00
IDFM:C01826,1,3,FF0000
IDFM:C01827,2,3,FFBF00
IDFM:C01830,A,3,EE7D00
IDFM:C01831,B,3,E50051
IDFM:C01521,5134,3,00643C
IDFM:C01522,5121,3,FF82B4
IDFM:C01523,5132,3,82C8E6
IDFM:C02091,3125,3,A0006E
IDFM:C01106,70,3,FF5A00
IDFM:C01710,487,3,FFBE00
IDFM:C01476,6,3,82C8E6
IDFM:C01168,143,3,0055C8
IDFM:C01555,1137,3,82C8E6
IDFM:C01822,17,3,FFBE00
IDFM:C01937,6516,3,00A092
IDFM:C01969,3516,3,00A092
IDFM:C01993,2427,3,FF82B4
IDFM:C00030,E,3,D896C1
IDFM:C00034,C,3,732275
IDFM:C00108,5444,3,DFAF47
IDFM:C00109,5445,3,65318F
IDFM:C00110,6573,3,A0006E
IDFM:C00111,6511,3,D2D200
IDFM:C00082,4437,3,008C5A
IDFM:C00202,2121,3,640082
IDFM:C00203,2122,3,6E491E
IDFM:C00730,5467,3,FFCC30
IDFM:C00731,5409,3,008B5B
IDFM:C00733,5455,3,B6134C
IDFM:C00402,5327,3,0055C8
IDFM:C00403,5110,3,D2D200
IDFM:C00521,5153,3,00643C
IDFM:C00520,4653,3,78C4EE
IDFM:C00519,5290,3,0055C8
